group	colour	fill	tooltip
74	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.75 for size 0.1
75	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.8333 for size 0.1
76	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.9167 for size 0.1
77	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1 for size 0.1
78	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.0833 for size 0.1
79	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.1667 for size 0.1
80	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.4167 for size 0.1
81	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5 for size 0.1
82	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5833 for size 0.1
83	#000000	#FF8363	14 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.6667 for size 0.1
84	#000000	#FF704F	20 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.75 for size 0.1
85	#000000	#FFCDBC	3 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.8333 for size 0.1
86	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.9167 for size 0.1
87	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1 for size 0.1
88	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.0833 for size 0.1
89	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.1667 for size 0.1
90	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.25 for size 0.1
91	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.3333 for size 0.1
92	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.4167 for size 0.1
93	#000000	#FF8767	13 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5 for size 0.1
94	#000000	#FF7655	18 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5833 for size 0.1
95	#000000	#FF7C5B	16 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.6667 for size 0.1
96	#000000	#FF8F70	11 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.75 for size 0.1
97	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.8333 for size 0.1
98	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.9167 for size 0.1
99	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1 for size 0.1
100	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.0833 for size 0.1
101	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.1667 for size 0.1
102	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.1667 for size 0.1
103	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.25 for size 0.1
104	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.3333 for size 0.1
105	#000000	#FF997C	9 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.4167 for size 0.1
106	#000000	#FF704F	20 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5 for size 0.1
107	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5833 for size 0.1
108	#000000	#FFCDBC	3 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.6667 for size 0.1
109	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.75 for size 0.1
110	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.8333 for size 0.1
111	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.9167 for size 0.1
112	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1 for size 0.1
113	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.0833 for size 0.1
114	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.1667 for size 0.1
115	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.1667 for size 0.1
116	#000000	#FFCDBC	3 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.25 for size 0.1
117	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.3333 for size 0.1
118	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.4167 for size 0.1
119	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5 for size 0.1
120	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5833 for size 0.1
121	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.6667 for size 0.1
122	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.75 for size 0.1
123	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.8333 for size 0.1
124	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1 for size 0.1
125	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1.1667 for size 0.1
126	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.25 for size 0.1
127	#000000	#FFCDBC	3 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.3333 for size 0.1
128	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.4167 for size 0.1
129	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5 for size 0.1
130	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5833 for size 0.1
131	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.6667 for size 0.1
132	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.75 for size 0.1
133	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=1, Area under ROC curve=0.3333 for size 0.1
134	#000000	#FFE0D4	2 combos with Area Under Min=0, Area under ROC curve=0.8333 for size 0.1
135	#000000	#FFFFFF	1 combos with Area Under Min=0, Area under ROC curve=1 for size 0.1
136	#000000	#FFFFFF	1 combos with Area Under Min=0.2, Area under ROC curve=0.5 for size 0.1
137	#000000	#FFC0AB	4 combos with Area Under Min=0.2, Area under ROC curve=0.6667 for size 0.1
138	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.75 for size 0.1
139	#000000	#FFCDBC	3 combos with Area Under Min=0.2, Area under ROC curve=0.8333 for size 0.1
140	#000000	#FFCDBC	3 combos with Area Under Min=0.2, Area under ROC curve=0.9167 for size 0.1
141	#000000	#FFFFFF	1 combos with Area Under Min=0.2, Area under ROC curve=1 for size 0.1
142	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=1.0833 for size 0.1
143	#000000	#FFFFFF	1 combos with Area Under Min=0.4, Area under ROC curve=0.4167 for size 0.1
144	#000000	#FFFFFF	1 combos with Area Under Min=0.4, Area under ROC curve=0.5 for size 0.1
145	#000000	#FFCDBC	3 combos with Area Under Min=0.4, Area under ROC curve=0.5833 for size 0.1
146	#000000	#FFE0D4	2 combos with Area Under Min=0.4, Area under ROC curve=0.6667 for size 0.1
147	#000000	#FF8B6C	12 combos with Area Under Min=0.4, Area under ROC curve=0.75 for size 0.1
148	#000000	#FFFFFF	1 combos with Area Under Min=0.4, Area under ROC curve=0.8333 for size 0.1
149	#000000	#FFA58A	7 combos with Area Under Min=0.4, Area under ROC curve=0.9167 for size 0.1
150	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=1.0833 for size 0.1
151	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=1.1667 for size 0.1
152	#000000	#FFFFFF	1 combos with Area Under Min=0.6, Area under ROC curve=0.4167 for size 0.1
153	#000000	#FF9F83	8 combos with Area Under Min=0.6, Area under ROC curve=0.5 for size 0.1
154	#000000	#FFC0AB	4 combos with Area Under Min=0.6, Area under ROC curve=0.5833 for size 0.1
155	#000000	#FF997C	9 combos with Area Under Min=0.6, Area under ROC curve=0.6667 for size 0.1
156	#000000	#FFC0AB	4 combos with Area Under Min=0.6, Area under ROC curve=0.75 for size 0.1
157	#000000	#FFE0D4	2 combos with Area Under Min=0.6, Area under ROC curve=0.8333 for size 0.1
158	#000000	#FFE0D4	2 combos with Area Under Min=0.6, Area under ROC curve=0.9167 for size 0.1
159	#000000	#FFFFFF	1 combos with Area Under Min=0.6, Area under ROC curve=1 for size 0.1
160	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.0833 for size 0.1
161	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.1667 for size 0.1
162	#000000	#FFE0D4	2 combos with Area Under Min=0.8, Area under ROC curve=0.5 for size 0.1
163	#000000	#FFE0D4	2 combos with Area Under Min=0.8, Area under ROC curve=0.5833 for size 0.1
164	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.6667 for size 0.1
165	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.75 for size 0.1
166	#000000	#FFE0D4	2 combos with Area Under Min=0.8, Area under ROC curve=0.8333 for size 0.1
167	#000000	#FFB59E	5 combos with Area Under Min=0.8, Area under ROC curve=0.9167 for size 0.1
168	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=1 for size 0.1
169	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.3333 for size 0.1
170	#000000	#FFB59E	5 combos with Area Under Min=1, Area under ROC curve=0.4167 for size 0.1
171	#000000	#FFB59E	5 combos with Area Under Min=1, Area under ROC curve=0.5 for size 0.1
172	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.5833 for size 0.1
173	#000000	#FF9476	10 combos with Area Under Min=1, Area under ROC curve=0.6667 for size 0.1
174	#000000	#FF997C	9 combos with Area Under Min=1, Area under ROC curve=0.75 for size 0.1
175	#000000	#FFFFFF	1 combos with Area Under Min=1, Area under ROC curve=0.8333 for size 0.1
176	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.9167 for size 0.1
177	#000000	#FFFFFF	1 combos with Area Under Min=1.4, Area under ROC curve=0.8333 for size 0.1
178	#000000	#FFFFFF	1 combos with Area Under Min=1.6, Area under ROC curve=0.3333 for size 0.1
179	#000000	#FFCDBC	3 combos with Area Under Min=1.6, Area under ROC curve=0.5 for size 0.1
180	#000000	#FFC0AB	4 combos with Area Under Min=1.6, Area under ROC curve=0.6667 for size 0.1
181	#000000	#FFFFFF	1 combos with Area Under Min=1.6, Area under ROC curve=0.8333 for size 0.1
182	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1 for size 0.1
183	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1.0833 for size 0.1
184	#000000	#FFE0D4	2 combos with Area Under Min=1.8, Area under ROC curve=0.25 for size 0.1
185	#000000	#FFFFFF	1 combos with Area Under Min=1.8, Area under ROC curve=0.3333 for size 0.1
186	#000000	#FFAD93	6 combos with Area Under Min=1.8, Area under ROC curve=0.4167 for size 0.1
187	#000000	#FFCDBC	3 combos with Area Under Min=1.8, Area under ROC curve=0.5 for size 0.1
188	#000000	#FFAD93	6 combos with Area Under Min=1.8, Area under ROC curve=0.5833 for size 0.1
189	#000000	#FFE0D4	2 combos with Area Under Min=1.8, Area under ROC curve=0.6667 for size 0.1
190	#000000	#FFE0D4	2 combos with Area Under Min=1.8, Area under ROC curve=0.75 for size 0.1
191	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.8333 for size 0.1
192	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.9167 for size 0.1
193	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1 for size 0.1
194	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.0833 for size 0.1
195	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.1667 for size 0.1
196	#000000	#FF9F83	8 combos with Area Under Min=2, Area under ROC curve=0.5833 for size 0.1
197	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.6667 for size 0.1
198	#000000	#FF9F83	8 combos with Area Under Min=2, Area under ROC curve=0.75 for size 0.1
199	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.8333 for size 0.1
200	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.3333 for size 0.1
201	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.5 for size 0.1
202	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Area under ROC curve=0.5833 for size 0.1
203	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Area under ROC curve=0.6667 for size 0.1
204	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Area under ROC curve=0.75 for size 0.1
205	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Area under ROC curve=0.8333 for size 0.1
206	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.9167 for size 0.1
207	#000000	#FFFFFF	1 combos with Area Under Min=2.4, Area under ROC curve=0.25 for size 0.1
208	#000000	#FFCDBC	3 combos with Area Under Min=2.4, Area under ROC curve=0.3333 for size 0.1
209	#000000	#FFB59E	5 combos with Area Under Min=2.4, Area under ROC curve=0.4167 for size 0.1
210	#000000	#FFA58A	7 combos with Area Under Min=2.4, Area under ROC curve=0.5 for size 0.1
211	#000000	#FFAD93	6 combos with Area Under Min=2.4, Area under ROC curve=0.5833 for size 0.1
212	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.6667 for size 0.1
213	#000000	#FFAD93	6 combos with Area Under Min=2.4, Area under ROC curve=0.75 for size 0.1
214	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.8333 for size 0.1
215	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.1667 for size 0.1
216	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.25 for size 0.1
217	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.3333 for size 0.1
218	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.4167 for size 0.1
219	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.5 for size 0.1
220	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.5833 for size 0.1
221	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.6667 for size 0.1
