xmin	xmax	ymin	ymax	key	showSelected2	PANEL
0.5	0.666666666666667	0	1	20	3	1
0.666666666666667	0.833333333333333	0	1	21	3	1
0.833333333333333	1	0	0.5	23	3	1
0.166666666666667	0.333333333333333	0	0.5	5	4	1
0.333333333333333	0.5	0	0.5	6	4	1
0	0.166666666666667	0	1	18	4	1
0.166666666666667	0.333333333333333	0	1	19	4	1
0.333333333333333	0.5	0	1	20	4	1
0.5	0.666666666666667	0	1	21	4	1
0.666666666666667	0.833333333333333	0	1	22	4	1
0.833333333333333	1	0	1	23	4	1
0.333333333333333	0.5	0	0.5	4	5	1
0.5	0.666666666666667	0	0.5	5	5	1
0.666666666666667	0.833333333333333	0	1	7	5	1
0.666666666666667	0.833333333333333	0	1	8	5	1
0.5	0.666666666666667	0	1	9	5	1
0.333333333333333	0.5	0	1	10	5	1
0.166666666666667	0.333333333333333	0	1	11	5	1
0	0.166666666666667	0	1	12	5	1
0	0.166666666666667	0	1	13	5	1
0.166666666666667	0.333333333333333	0	1	14	5	1
0.333333333333333	0.5	0	1	15	5	1
0.5	0.666666666666667	0	1	16	5	1
0.666666666666667	0.833333333333333	0	1	17	5	1
0.833333333333333	1	0	1	18	5	1
0.833333333333333	1	0	0.5	20	5	1
0.333333333333333	0.5	0	0.5	6	6	1
0.5	0.666666666666667	0	0.5	7	6	1
0.666666666666667	0.833333333333333	0	0.5	8	6	1
0.666666666666667	0.833333333333333	0	0.5	9	6	1
0.5	0.666666666666667	0	0.5	10	6	1
0.333333333333333	0.5	0	0.5	11	6	1
0.166666666666667	0.333333333333333	0	0.5	12	6	1
0	0.166666666666667	0	0.5	13	6	1
0	0.166666666666667	0	1	15	6	1
0.166666666666667	0.333333333333333	0	1	16	6	1
0.333333333333333	0.5	0	1	17	6	1
0.5	0.666666666666667	0	1	18	6	1
0.666666666666667	0.833333333333333	0	1	19	6	1
0.833333333333333	1	0	1	20	6	1
0.833333333333333	1	0	1	21	6	1
0.833333333333333	1	0	0.5	23	6	1
0.166666666666667	0.333333333333333	0	0.5	3	7	1
0.666666666666667	0.833333333333333	0	0.5	8	7	1
0.666666666666667	0.833333333333333	0	0.5	9	7	1
0.5	0.666666666666667	0	0.5	10	7	1
0.333333333333333	0.5	0	0.5	11	7	1
0.166666666666667	0.333333333333333	0	0.5	12	7	1
0	0.166666666666667	0	0.5	13	7	1
0	0.166666666666667	0	1	15	7	1
0.166666666666667	0.333333333333333	0	1	16	7	1
0.333333333333333	0.5	0	1	17	7	1
0.5	0.666666666666667	0	1	18	7	1
0.666666666666667	0.833333333333333	0	1	19	7	1
0.833333333333333	1	0	1	20	7	1
0.833333333333333	1	0	0.5	22	7	1
0.833333333333333	1	0	0.5	23	7	1
0.166666666666667	0.333333333333333	0	0.5	5	8	1
0	0.166666666666667	0	1	16	8	1
0.166666666666667	0.333333333333333	0	1	17	8	1
0.333333333333333	0.5	0	1	18	8	1
0.5	0.666666666666667	0	1	19	8	1
0.666666666666667	0.833333333333333	0	1	20	8	1
0.833333333333333	1	0	1	21	8	1
0.833333333333333	1	0	1	22	8	1
0.833333333333333	1	0	1	23	8	1
0.5	0.666666666666667	0	0.5	5	9	1
0.5	0.666666666666667	0	0.5	6	9	1
0.5	0.666666666666667	0	1	8	9	1
0.5	0.666666666666667	0	1	9	9	1
0.333333333333333	0.5	0	1	10	9	1
0.166666666666667	0.333333333333333	0	1	11	9	1
0	0.166666666666667	0	1	12	9	1
0	0.166666666666667	0	1	13	9	1
0.166666666666667	0.333333333333333	0	1	14	9	1
0.333333333333333	0.5	0	1	15	9	1
0.5	0.666666666666667	0	1	16	9	1
0.666666666666667	0.833333333333333	0	1	17	9	1
0.666666666666667	0.833333333333333	0	1	18	9	1
0.666666666666667	0.833333333333333	0	0.5	20	9	1
0.833333333333333	1	0	0.5	21	9	1
0.5	0.666666666666667	0	0.5	7	10	1
0.5	0.666666666666667	0	0.5	8	10	1
0.5	0.666666666666667	0	0.5	9	10	1
0.5	0.666666666666667	0	0.5	10	10	1
0.333333333333333	0.5	0	0.5	11	10	1
0.166666666666667	0.333333333333333	0	0.5	12	10	1
0	0.166666666666667	0	0.5	13	10	1
0	0.166666666666667	0	1	15	10	1
0.166666666666667	0.333333333333333	0	1	16	10	1
0.333333333333333	0.5	0	1	17	10	1
0.5	0.666666666666667	0	1	18	10	1
0.666666666666667	0.833333333333333	0	1	19	10	1
0.666666666666667	0.833333333333333	0	1	20	10	1
0.666666666666667	0.833333333333333	0	1	21	10	1
0.833333333333333	1	0	1	22	10	1
0.166666666666667	0.333333333333333	0	0.5	3	11	1
0.333333333333333	0.5	0	0.5	4	11	1
0.5	0.666666666666667	0	0.5	9	11	1
0.5	0.666666666666667	0	0.5	10	11	1
0.333333333333333	0.5	0	0.5	11	11	1
0.166666666666667	0.333333333333333	0	0.5	12	11	1
0	0.166666666666667	0	0.5	13	11	1
0	0.166666666666667	0	1	15	11	1
0.166666666666667	0.333333333333333	0	1	16	11	1
0.333333333333333	0.5	0	1	17	11	1
0.5	0.666666666666667	0	1	18	11	1
0.666666666666667	0.833333333333333	0	1	19	11	1
0.666666666666667	0.833333333333333	0	1	20	11	1
0.666666666666667	0.833333333333333	0	0.5	22	11	1
0.833333333333333	1	0	0.5	23	11	1
0.166666666666667	0.333333333333333	0	0.5	5	12	1
0.333333333333333	0.5	0	0.5	6	12	1
0	0.166666666666667	0	1	16	12	1
0.166666666666667	0.333333333333333	0	1	17	12	1
0.333333333333333	0.5	0	1	18	12	1
0.5	0.666666666666667	0	1	19	12	1
0.666666666666667	0.833333333333333	0	1	20	12	1
0.666666666666667	0.833333333333333	0	1	21	12	1
0.666666666666667	0.833333333333333	0	1	22	12	1
0.833333333333333	1	0	1	23	12	1
0.333333333333333	0.5	0	0.5	4	13	1
0.5	0.666666666666667	0	1	6	13	1
0.5	0.666666666666667	0	1	7	13	1
0.333333333333333	0.5	0	1	8	13	1
0.166666666666667	0.333333333333333	0	1	9	13	1
0	0.166666666666667	0	1	10	13	1
0	0.166666666666667	0	1	11	13	1
0.166666666666667	0.333333333333333	0	1	12	13	1
0.333333333333333	0.5	0	1	13	13	1
0.5	0.666666666666667	0	1	14	13	1
0.666666666666667	0.833333333333333	0	1	15	13	1
0.833333333333333	1	0	1	16	13	1
0.833333333333333	1	0	1	17	13	1
0.666666666666667	0.833333333333333	0	0.5	19	13	1
0.666666666666667	0.833333333333333	0	0.5	20	13	1
0.333333333333333	0.5	0	0.5	6	14	1
0.5	0.666666666666667	0	0.5	7	14	1
0.5	0.666666666666667	0	0.5	8	14	1
0.333333333333333	0.5	0	0.5	9	14	1
0.166666666666667	0.333333333333333	0	0.5	10	14	1
0	0.166666666666667	0	0.5	11	14	1
0	0.166666666666667	0	1	13	14	1
0.166666666666667	0.333333333333333	0	1	14	14	1
0.333333333333333	0.5	0	1	15	14	1
0.5	0.666666666666667	0	1	16	14	1
0.666666666666667	0.833333333333333	0	1	17	14	1
0.833333333333333	1	0	1	18	14	1
0.833333333333333	1	0	1	19	14	1
0.666666666666667	0.833333333333333	0	1	20	14	1
0.666666666666667	0.833333333333333	0	1	21	14	1
0.833333333333333	1	0	0.5	23	14	1
0.166666666666667	0.333333333333333	0	0.5	3	15	1
0.5	0.666666666666667	0	0.5	7	15	1
0.5	0.666666666666667	0	0.5	8	15	1
0.333333333333333	0.5	0	0.5	9	15	1
0.166666666666667	0.333333333333333	0	0.5	10	15	1
0	0.166666666666667	0	0.5	11	15	1
0	0.166666666666667	0	1	13	15	1
0.166666666666667	0.333333333333333	0	1	14	15	1
0.333333333333333	0.5	0	1	15	15	1
0.5	0.666666666666667	0	1	16	15	1
0.666666666666667	0.833333333333333	0	1	17	15	1
0.833333333333333	1	0	1	18	15	1
0.833333333333333	1	0	1	19	15	1
0.666666666666667	0.833333333333333	0	0.5	21	15	1
0.666666666666667	0.833333333333333	0	0.5	22	15	1
0.833333333333333	1	0	0.5	23	15	1
0.166666666666667	0.333333333333333	0	0.5	5	16	1
0	0.166666666666667	0	1	14	16	1
0.166666666666667	0.333333333333333	0	1	15	16	1
0.333333333333333	0.5	0	1	16	16	1
0.5	0.666666666666667	0	1	17	16	1
0.666666666666667	0.833333333333333	0	1	18	16	1
0.833333333333333	1	0	1	19	16	1
0.833333333333333	1	0	1	20	16	1
0.666666666666667	0.833333333333333	0	1	21	16	1
0.666666666666667	0.833333333333333	0	1	22	16	1
0.833333333333333	1	0	1	23	16	1
0.333333333333333	0.5	0	0.5	4	17	1
0.5	0.666666666666667	0	0.5	5	17	1
0.5	0.666666666666667	0	0.5	6	17	1
0.5	0.666666666666667	0	1	8	17	1
0.5	0.666666666666667	0	1	9	17	1
0.333333333333333	0.5	0	1	10	17	1
0.166666666666667	0.333333333333333	0	1	11	17	1
0	0.166666666666667	0	1	12	17	1
0	0.166666666666667	0	1	13	17	1
0.166666666666667	0.333333333333333	0	1	14	17	1
0.333333333333333	0.5	0	1	15	17	1
0.5	0.666666666666667	0	1	16	17	1
0.666666666666667	0.833333333333333	0	1	17	17	1
0.833333333333333	1	0	0.5	19	17	1
0.333333333333333	0.5	0	0.5	6	18	1
0.5	0.666666666666667	0	0.5	7	18	1
0.5	0.666666666666667	0	0.5	8	18	1
0.5	0.666666666666667	0	0.5	9	18	1
0.5	0.666666666666667	0	0.5	10	18	1
0.333333333333333	0.5	0	0.5	11	18	1
0.166666666666667	0.333333333333333	0	0.5	12	18	1
0	0.166666666666667	0	0.5	13	18	1
0	0.166666666666667	0	1	15	18	1
0.166666666666667	0.333333333333333	0	1	16	18	1
0.333333333333333	0.5	0	1	17	18	1
0.5	0.666666666666667	0	1	18	18	1
0.666666666666667	0.833333333333333	0	1	19	18	1
0.833333333333333	1	0	1	20	18	1
0.833333333333333	1	0	0.5	22	18	1
0.833333333333333	1	0	0.5	23	18	1
0.166666666666667	0.333333333333333	0	0.5	3	19	1
0.5	0.666666666666667	0	0.5	9	19	1
0.5	0.666666666666667	0	0.5	10	19	1
0.333333333333333	0.5	0	0.5	11	19	1
0.166666666666667	0.333333333333333	0	0.5	12	19	1
0	0.166666666666667	0	0.5	13	19	1
0	0.166666666666667	0	1	15	19	1
0.166666666666667	0.333333333333333	0	1	16	19	1
0.333333333333333	0.5	0	1	17	19	1
0.5	0.666666666666667	0	1	18	19	1
0.666666666666667	0.833333333333333	0	1	19	19	1
0.833333333333333	1	0	0.5	21	19	1
0.833333333333333	1	0	0.5	22	19	1
0.833333333333333	1	0	0.5	23	19	1
0.166666666666667	0.333333333333333	0	0.5	5	20	1
0	0.166666666666667	0	1	16	20	1
0.166666666666667	0.333333333333333	0	1	17	20	1
0.333333333333333	0.5	0	1	18	20	1
0.5	0.666666666666667	0	1	19	20	1
0.666666666666667	0.833333333333333	0	1	20	20	1
0.833333333333333	1	0	1	21	20	1
0.833333333333333	1	0	1	22	20	1
0.833333333333333	1	0	1	23	20	1
0.166666666666667	0.333333333333333	0	0.5	3	21	1
0.333333333333333	0.5	0	0.5	4	21	1
0.5	0.666666666666667	0	1	6	21	1
0.5	0.666666666666667	0	1	7	21	1
0.333333333333333	0.5	0	1	8	21	1
0.166666666666667	0.333333333333333	0	1	9	21	1
0	0.166666666666667	0	1	10	21	1
0	0.333333333333333	0	1	11	21	1
0.333333333333333	0.5	0	1	12	21	1
0.5	0.666666666666667	0	1	13	21	1
0.666666666666667	0.833333333333333	0	1	14	21	1
0.833333333333333	1	0	1	15	21	1
0.833333333333333	1	0	0.5	17	21	1
0.166666666666667	0.333333333333333	0	0.5	5	22	1
0.333333333333333	0.5	0	0.5	6	22	1
0.5	0.666666666666667	0	0.5	7	22	1
0.5	0.666666666666667	0	0.5	8	22	1
0.333333333333333	0.5	0	0.5	9	22	1
0.166666666666667	0.333333333333333	0	0.5	10	22	1
0	0.166666666666667	0	0.5	11	22	1
0	0.333333333333333	0	1	13	22	1
0.333333333333333	0.5	0	1	14	22	1
0.5	0.666666666666667	0	1	15	22	1
0.666666666666667	0.833333333333333	0	1	16	22	1
0.833333333333333	1	0	1	17	22	1
0.833333333333333	1	0	1	18	22	1
0.666666666666667	0.833333333333333	0	0.5	20	22	1
0.666666666666667	0.833333333333333	0	0.5	21	22	1
0.833333333333333	1	0	0.5	22	22	1
0.5	0.666666666666667	0	0.5	7	23	1
0.5	0.666666666666667	0	0.5	8	23	1
0.333333333333333	0.5	0	0.5	9	23	1
0.166666666666667	0.333333333333333	0	0.5	10	23	1
0	0.166666666666667	0	0.5	11	23	1
0	0.333333333333333	0	1	13	23	1
0.333333333333333	0.5	0	1	14	23	1
0.5	0.666666666666667	0	1	15	23	1
0.666666666666667	0.833333333333333	0	1	16	23	1
0.833333333333333	1	0	1	17	23	1
0.833333333333333	1	0	0.5	19	23	1
0.666666666666667	0.833333333333333	0	0.5	20	23	1
0.666666666666667	0.833333333333333	0	0.5	21	23	1
0.833333333333333	1	0	0.5	22	23	1
0	0.333333333333333	0	1	14	24	1
0.333333333333333	0.5	0	1	15	24	1
0.5	0.666666666666667	0	1	16	24	1
0.666666666666667	0.833333333333333	0	1	17	24	1
0.833333333333333	1	0	1	18	24	1
0.833333333333333	1	0	1	19	24	1
0.666666666666667	0.833333333333333	0	1	20	24	1
0.666666666666667	0.833333333333333	0	1	21	24	1
0.833333333333333	1	0	1	22	24	1
0.333333333333333	0.5	0	0.5	4	25	1
0.333333333333333	0.5	0	0.5	5	25	1
0.333333333333333	0.5	0	1	7	25	1
0.333333333333333	0.5	0	1	8	25	1
0.166666666666667	0.333333333333333	0	1	9	25	1
0	0.166666666666667	0	1	10	25	1
0	0.166666666666667	0	1	11	25	1
0.166666666666667	0.333333333333333	0	1	12	25	1
0.333333333333333	0.5	0	1	13	25	1
0.5	0.666666666666667	0	1	14	25	1
0.666666666666667	0.833333333333333	0	1	15	25	1
0.666666666666667	0.833333333333333	0	1	16	25	1
0.666666666666667	0.833333333333333	0	0.5	18	25	1
0.833333333333333	1	0	0.5	19	25	1
0.333333333333333	0.5	0	0.5	6	26	1
0.333333333333333	0.5	0	0.5	7	26	1
0.333333333333333	0.5	0	0.5	8	26	1
0.333333333333333	0.5	0	0.5	9	26	1
0.166666666666667	0.333333333333333	0	0.5	10	26	1
0	0.166666666666667	0	0.5	11	26	1
0	0.166666666666667	0	1	13	26	1
0.166666666666667	0.333333333333333	0	1	14	26	1
0.333333333333333	0.5	0	1	15	26	1
0.5	0.666666666666667	0	1	16	26	1
0.666666666666667	0.833333333333333	0	1	17	26	1
0.666666666666667	0.833333333333333	0	1	18	26	1
0.666666666666667	0.833333333333333	0	1	19	26	1
0.833333333333333	1	0	1	20	26	1
0.833333333333333	1	0	0.5	22	26	1
0.833333333333333	1	0	0.5	23	26	1
0.166666666666667	0.333333333333333	0	0.5	3	27	1
0.333333333333333	0.5	0	0.5	8	27	1
0.333333333333333	0.5	0	0.5	9	27	1
0.166666666666667	0.333333333333333	0	0.5	10	27	1
0	0.166666666666667	0	0.5	11	27	1
0	0.166666666666667	0	1	13	27	1
0.166666666666667	0.333333333333333	0	1	14	27	1
0.333333333333333	0.5	0	1	15	27	1
0.5	0.666666666666667	0	1	16	27	1
0.666666666666667	0.833333333333333	0	1	17	27	1
0.666666666666667	0.833333333333333	0	1	18	27	1
0.666666666666667	0.833333333333333	0	0.5	20	27	1
0.833333333333333	1	0	0.5	21	27	1
0.833333333333333	1	0	0.5	22	27	1
0.833333333333333	1	0	0.5	23	27	1
0.166666666666667	0.333333333333333	0	0.5	5	28	1
0	0.166666666666667	0	1	14	28	1
0.166666666666667	0.333333333333333	0	1	15	28	1
0.333333333333333	0.5	0	1	16	28	1
0.5	0.666666666666667	0	1	17	28	1
0.666666666666667	0.833333333333333	0	1	18	28	1
0.666666666666667	0.833333333333333	0	1	19	28	1
0.666666666666667	0.833333333333333	0	1	20	28	1
0.833333333333333	1	0	1	21	28	1
0.833333333333333	1	0	1	22	28	1
0.833333333333333	1	0	1	23	28	1
0.166666666666667	0.333333333333333	0	0.5	3	29	1
0.333333333333333	0.5	0	1	5	29	1
0.333333333333333	0.5	0	1	6	29	1
0.166666666666667	0.333333333333333	0	1	7	29	1
0	0.166666666666667	0	1	8	29	1
0	0.333333333333333	0	1	9	29	1
0.333333333333333	0.5	0	1	10	29	1
0.5	0.666666666666667	0	1	11	29	1
0.666666666666667	0.833333333333333	0	1	12	29	1
0.833333333333333	1	0	1	13	29	1
0.833333333333333	1	0	1	14	29	1
0.666666666666667	0.833333333333333	0	0.5	16	29	1
0.666666666666667	0.833333333333333	0	0.5	17	29	1
0.166666666666667	0.333333333333333	0	0.5	5	30	1
0.333333333333333	0.5	0	0.5	6	30	1
0.333333333333333	0.5	0	0.5	7	30	1
0.166666666666667	0.333333333333333	0	0.5	8	30	1
0	0.166666666666667	0	0.5	9	30	1
0	0.333333333333333	0	1	11	30	1
0.333333333333333	0.5	0	1	12	30	1
0.5	0.666666666666667	0	1	13	30	1
0.666666666666667	0.833333333333333	0	1	14	30	1
0.833333333333333	1	0	1	15	30	1
0.833333333333333	1	0	1	16	30	1
0.666666666666667	0.833333333333333	0	1	17	30	1
0.666666666666667	0.833333333333333	0	1	18	30	1
0.666666666666667	0.833333333333333	0	0.5	20	30	1
0.666666666666667	0.833333333333333	0	0.5	21	30	1
0.833333333333333	1	0	0.5	22	30	1
0.333333333333333	0.5	0	0.5	6	31	1
0.333333333333333	0.5	0	0.5	7	31	1
0.166666666666667	0.333333333333333	0	0.5	8	31	1
0	0.166666666666667	0	0.5	9	31	1
0	0.333333333333333	0	1	11	31	1
0.333333333333333	0.5	0	1	12	31	1
0.5	0.666666666666667	0	1	13	31	1
0.666666666666667	0.833333333333333	0	1	14	31	1
0.833333333333333	1	0	1	15	31	1
0.833333333333333	1	0	1	16	31	1
0.666666666666667	0.833333333333333	0	0.5	18	31	1
0.666666666666667	0.833333333333333	0	0.5	19	31	1
0.666666666666667	0.833333333333333	0	0.5	20	31	1
0.666666666666667	0.833333333333333	0	0.5	21	31	1
0.833333333333333	1	0	0.5	22	31	1
0	0.333333333333333	0	1	12	32	1
0.333333333333333	0.5	0	1	13	32	1
0.5	0.666666666666667	0	1	14	32	1
0.666666666666667	0.833333333333333	0	1	15	32	1
0.833333333333333	1	0	1	16	32	1
0.833333333333333	1	0	1	17	32	1
0.666666666666667	0.833333333333333	0	1	18	32	1
0.666666666666667	0.833333333333333	0	1	19	32	1
0.666666666666667	0.833333333333333	0	1	20	32	1
0.666666666666667	0.833333333333333	0	1	21	32	1
0.833333333333333	1	0	1	22	32	1
0.5	0.666666666666667	0	0.5	5	33	1
0.5	0.666666666666667	0	0.5	6	33	1
0.5	0.666666666666667	0	1	8	33	1
0.5	0.666666666666667	0	1	9	33	1
0.333333333333333	0.5	0	1	10	33	1
0.166666666666667	0.333333333333333	0	1	11	33	1
0	0.166666666666667	0	1	12	33	1
0	0.166666666666667	0	1	13	33	1
0.166666666666667	0.333333333333333	0	1	14	33	1
0.333333333333333	0.5	0	1	15	33	1
0.5	0.666666666666667	0	1	16	33	1
0.666666666666667	0.833333333333333	0	1	17	33	1
0.666666666666667	0.833333333333333	0	0.5	19	33	1
0.666666666666667	0.833333333333333	0	0.5	20	33	1
0.5	0.666666666666667	0	0.5	7	34	1
0.5	0.666666666666667	0	0.5	8	34	1
0.5	0.666666666666667	0	0.5	9	34	1
0.5	0.666666666666667	0	0.5	10	34	1
0.333333333333333	0.5	0	0.5	11	34	1
0.166666666666667	0.333333333333333	0	0.5	12	34	1
0	0.166666666666667	0	0.5	13	34	1
0	0.166666666666667	0	1	15	34	1
0.166666666666667	0.333333333333333	0	1	16	34	1
0.333333333333333	0.5	0	1	17	34	1
0.5	0.666666666666667	0	1	18	34	1
0.666666666666667	0.833333333333333	0	1	19	34	1
0.666666666666667	0.833333333333333	0	1	20	34	1
0.666666666666667	0.833333333333333	0	1	21	34	1
0.833333333333333	1	0	0.5	23	34	1
0.166666666666667	0.333333333333333	0	0.5	3	35	1
0.333333333333333	0.5	0	0.5	4	35	1
0.5	0.666666666666667	0	0.5	9	35	1
0.5	0.666666666666667	0	0.5	10	35	1
0.333333333333333	0.5	0	0.5	11	35	1
0.166666666666667	0.333333333333333	0	0.5	12	35	1
0	0.166666666666667	0	0.5	13	35	1
0	0.166666666666667	0	1	15	35	1
0.166666666666667	0.333333333333333	0	1	16	35	1
0.333333333333333	0.5	0	1	17	35	1
0.5	0.666666666666667	0	1	18	35	1
0.666666666666667	0.833333333333333	0	1	19	35	1
0.666666666666667	0.833333333333333	0	0.5	21	35	1
0.666666666666667	0.833333333333333	0	0.5	22	35	1
0.833333333333333	1	0	0.5	23	35	1
0.166666666666667	0.333333333333333	0	0.5	5	36	1
0.333333333333333	0.5	0	0.5	6	36	1
0	0.166666666666667	0	1	16	36	1
0.166666666666667	0.333333333333333	0	1	17	36	1
0.333333333333333	0.5	0	1	18	36	1
0.5	0.666666666666667	0	1	19	36	1
0.666666666666667	0.833333333333333	0	1	20	36	1
0.666666666666667	0.833333333333333	0	1	21	36	1
0.666666666666667	0.833333333333333	0	1	22	36	1
0.833333333333333	1	0	1	23	36	1
0.333333333333333	0.5	0	0.5	4	37	1
0.5	0.666666666666667	0	1	6	37	1
0.5	0.666666666666667	0	1	7	37	1
0.333333333333333	0.5	0	1	8	37	1
0.166666666666667	0.333333333333333	0	1	9	37	1
0	0.166666666666667	0	1	10	37	1
0	0.333333333333333	0	1	11	37	1
0.333333333333333	0.5	0	1	12	37	1
0.5	0.666666666666667	0	1	13	37	1
0.666666666666667	0.833333333333333	0	1	14	37	1
0.833333333333333	1	0	1	15	37	1
0.833333333333333	1	0	0.5	17	37	1
0.666666666666667	0.833333333333333	0	0.5	18	37	1
0.333333333333333	0.5	0	0.5	6	38	1
0.5	0.666666666666667	0	0.5	7	38	1
0.5	0.666666666666667	0	0.5	8	38	1
0.333333333333333	0.5	0	0.5	9	38	1
0.166666666666667	0.333333333333333	0	0.5	10	38	1
0	0.166666666666667	0	0.5	11	38	1
0	0.333333333333333	0	1	13	38	1
0.333333333333333	0.5	0	1	14	38	1
0.5	0.666666666666667	0	1	15	38	1
0.666666666666667	0.833333333333333	0	1	16	38	1
0.833333333333333	1	0	1	17	38	1
0.833333333333333	1	0	1	18	38	1
0.666666666666667	0.833333333333333	0	1	19	38	1
0.666666666666667	0.833333333333333	0	0.5	21	38	1
0.833333333333333	1	0	0.5	22	38	1
0.166666666666667	0.333333333333333	0	0.5	3	39	1
0.5	0.666666666666667	0	0.5	7	39	1
0.5	0.666666666666667	0	0.5	8	39	1
0.333333333333333	0.5	0	0.5	9	39	1
0.166666666666667	0.333333333333333	0	0.5	10	39	1
0	0.166666666666667	0	0.5	11	39	1
0	0.333333333333333	0	1	13	39	1
0.333333333333333	0.5	0	1	14	39	1
0.5	0.666666666666667	0	1	15	39	1
0.666666666666667	0.833333333333333	0	1	16	39	1
0.833333333333333	1	0	1	17	39	1
0.833333333333333	1	0	0.5	19	39	1
0.666666666666667	0.833333333333333	0	0.5	20	39	1
0.666666666666667	0.833333333333333	0	0.5	21	39	1
0.833333333333333	1	0	0.5	22	39	1
0.166666666666667	0.333333333333333	0	0.5	5	40	1
0	0.333333333333333	0	1	14	40	1
0.333333333333333	0.5	0	1	15	40	1
0.5	0.666666666666667	0	1	16	40	1
0.666666666666667	0.833333333333333	0	1	17	40	1
0.833333333333333	1	0	1	18	40	1
0.833333333333333	1	0	1	19	40	1
0.666666666666667	0.833333333333333	0	1	20	40	1
0.666666666666667	0.833333333333333	0	1	21	40	1
0.833333333333333	1	0	1	22	40	1
0.333333333333333	0.5	0	0.5	5	41	1
0.333333333333333	0.5	0	1	7	41	1
0.333333333333333	0.5	0	1	8	41	1
0.166666666666667	0.333333333333333	0	1	9	41	1
0	0.166666666666667	0	1	10	41	1
0	0.166666666666667	0	1	11	41	1
0.166666666666667	0.333333333333333	0	1	12	41	1
0.333333333333333	0.5	0	1	13	41	1
0.5	0.666666666666667	0	1	14	41	1
0.666666666666667	0.833333333333333	0	1	15	41	1
0.666666666666667	0.833333333333333	0	1	16	41	1
0.5	0.666666666666667	0	0.5	18	41	1
0.5	0.666666666666667	0	0.5	19	41	1
0.666666666666667	0.833333333333333	0	0.5	20	41	1
0.333333333333333	0.5	0	0.5	7	42	1
0.333333333333333	0.5	0	0.5	8	42	1
0.333333333333333	0.5	0	0.5	9	42	1
0.166666666666667	0.333333333333333	0	0.5	10	42	1
0	0.166666666666667	0	0.5	11	42	1
0	0.166666666666667	0	1	13	42	1
0.166666666666667	0.333333333333333	0	1	14	42	1
0.333333333333333	0.5	0	1	15	42	1
0.5	0.666666666666667	0	1	16	42	1
0.666666666666667	0.833333333333333	0	1	17	42	1
0.666666666666667	0.833333333333333	0	1	18	42	1
0.5	0.666666666666667	0	1	19	42	1
0.5	0.666666666666667	0	1	20	42	1
0.666666666666667	0.833333333333333	0	1	21	42	1
0.833333333333333	1	0	0.5	23	42	1
0.166666666666667	0.333333333333333	0	0.5	3	43	1
0.333333333333333	0.5	0	0.5	4	43	1
0.333333333333333	0.5	0	0.5	8	43	1
0.333333333333333	0.5	0	0.5	9	43	1
0.166666666666667	0.333333333333333	0	0.5	10	43	1
0	0.166666666666667	0	0.5	11	43	1
0	0.166666666666667	0	1	13	43	1
0.166666666666667	0.333333333333333	0	1	14	43	1
0.333333333333333	0.5	0	1	15	43	1
0.5	0.666666666666667	0	1	16	43	1
0.666666666666667	0.833333333333333	0	1	17	43	1
0.666666666666667	0.833333333333333	0	1	18	43	1
0.5	0.666666666666667	0	0.5	20	43	1
0.5	0.666666666666667	0	0.5	21	43	1
0.666666666666667	0.833333333333333	0	0.5	22	43	1
0.833333333333333	1	0	0.5	23	43	1
