group	colour	fill	tooltip
93	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5 for size 1e-04
94	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5833 for size 1e-04
95	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.6667 for size 1e-04
96	#000000	#FF7C5B	16 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.75 for size 1e-04
97	#000000	#FF8363	14 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.8333 for size 1e-04
98	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.9167 for size 1e-04
99	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1 for size 1e-04
100	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.0833 for size 1e-04
101	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.1667 for size 1e-04
102	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.1667 for size 1e-04
103	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.25 for size 1e-04
104	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.3333 for size 1e-04
105	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.4167 for size 1e-04
106	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5 for size 1e-04
107	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5833 for size 1e-04
108	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.6667 for size 1e-04
109	#000000	#FF8F70	11 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.75 for size 1e-04
110	#000000	#FF8B6C	12 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.8333 for size 1e-04
111	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.9167 for size 1e-04
112	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1 for size 1e-04
113	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.0833 for size 1e-04
114	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.1667 for size 1e-04
115	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.1667 for size 1e-04
116	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.25 for size 1e-04
117	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.3333 for size 1e-04
118	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.4167 for size 1e-04
119	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5 for size 1e-04
120	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5833 for size 1e-04
121	#000000	#FFCDBC	3 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.6667 for size 1e-04
122	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.75 for size 1e-04
123	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.8333 for size 1e-04
124	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1 for size 1e-04
125	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1.1667 for size 1e-04
126	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.25 for size 1e-04
127	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.3333 for size 1e-04
128	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.4167 for size 1e-04
129	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5 for size 1e-04
130	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5833 for size 1e-04
131	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.6667 for size 1e-04
132	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.75 for size 1e-04
133	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=1, Area under ROC curve=0.3333 for size 1e-04
134	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0, Area under ROC curve=0.8333 for size 1e-04
135	#000000	#FFCDBC	3 combos with Area Under Min=0, Area under ROC curve=1 for size 1e-04
136	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.5 for size 1e-04
137	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.6667 for size 1e-04
138	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.75 for size 1e-04
139	#000000	#FFFFFF	1 combos with Area Under Min=0.2, Area under ROC curve=0.8333 for size 1e-04
140	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.9167 for size 1e-04
141	#000000	#FFB59E	5 combos with Area Under Min=0.2, Area under ROC curve=1 for size 1e-04
142	#000000	#FFCDBC	3 combos with Area Under Min=0.2, Area under ROC curve=1.0833 for size 1e-04
143	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.4167 for size 1e-04
144	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.5 for size 1e-04
145	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.5833 for size 1e-04
146	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.6667 for size 1e-04
147	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.75 for size 1e-04
148	#000000	#FFB59E	5 combos with Area Under Min=0.4, Area under ROC curve=0.8333 for size 1e-04
149	#000000	#FFC0AB	4 combos with Area Under Min=0.4, Area under ROC curve=0.9167 for size 1e-04
150	#000000	#FF8F70	11 combos with Area Under Min=0.4, Area under ROC curve=1.0833 for size 1e-04
151	#000000	#FFE0D4	2 combos with Area Under Min=0.4, Area under ROC curve=1.1667 for size 1e-04
152	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.4167 for size 1e-04
153	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.5 for size 1e-04
154	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.5833 for size 1e-04
155	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.6667 for size 1e-04
156	#000000	#FF997C	9 combos with Area Under Min=0.6, Area under ROC curve=0.75 for size 1e-04
157	#000000	#FF8363	14 combos with Area Under Min=0.6, Area under ROC curve=0.8333 for size 1e-04
158	#000000	#FFAD93	6 combos with Area Under Min=0.6, Area under ROC curve=0.9167 for size 1e-04
159	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1 for size 1e-04
160	#000000	#FFE0D4	2 combos with Area Under Min=0.6, Area under ROC curve=1.0833 for size 1e-04
161	#000000	#FFAD93	6 combos with Area Under Min=0.6, Area under ROC curve=1.1667 for size 1e-04
162	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5 for size 1e-04
163	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5833 for size 1e-04
164	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.6667 for size 1e-04
165	#000000	#FFA58A	7 combos with Area Under Min=0.8, Area under ROC curve=0.75 for size 1e-04
166	#000000	#FFAD93	6 combos with Area Under Min=0.8, Area under ROC curve=0.8333 for size 1e-04
167	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.9167 for size 1e-04
168	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=1 for size 1e-04
169	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.3333 for size 1e-04
170	#000000	#FFC0AB	4 combos with Area Under Min=1, Area under ROC curve=0.4167 for size 1e-04
171	#000000	#FF9F83	8 combos with Area Under Min=1, Area under ROC curve=0.5 for size 1e-04
172	#000000	#FF9F83	8 combos with Area Under Min=1, Area under ROC curve=0.5833 for size 1e-04
173	#000000	#FFC0AB	4 combos with Area Under Min=1, Area under ROC curve=0.6667 for size 1e-04
174	#000000	#FFC0AB	4 combos with Area Under Min=1, Area under ROC curve=0.75 for size 1e-04
175	#000000	#FFAD93	6 combos with Area Under Min=1, Area under ROC curve=0.8333 for size 1e-04
176	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.9167 for size 1e-04
177	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.4, Area under ROC curve=0.8333 for size 1e-04
178	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.3333 for size 1e-04
179	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.5 for size 1e-04
180	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.6667 for size 1e-04
181	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.8333 for size 1e-04
182	#000000	#FFAD93	6 combos with Area Under Min=1.6, Area under ROC curve=1 for size 1e-04
183	#000000	#FFB59E	5 combos with Area Under Min=1.6, Area under ROC curve=1.0833 for size 1e-04
184	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.25 for size 1e-04
185	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.3333 for size 1e-04
186	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.4167 for size 1e-04
187	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5 for size 1e-04
188	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5833 for size 1e-04
189	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.6667 for size 1e-04
190	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.75 for size 1e-04
191	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.8333 for size 1e-04
192	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.9167 for size 1e-04
193	#000000	#FFE0D4	2 combos with Area Under Min=1.8, Area under ROC curve=1 for size 1e-04
194	#000000	#FF8F70	11 combos with Area Under Min=1.8, Area under ROC curve=1.0833 for size 1e-04
195	#000000	#FF9F83	8 combos with Area Under Min=1.8, Area under ROC curve=1.1667 for size 1e-04
196	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.5833 for size 1e-04
197	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.6667 for size 1e-04
198	#000000	#FFAD93	6 combos with Area Under Min=2, Area under ROC curve=0.75 for size 1e-04
199	#000000	#FFAD93	6 combos with Area Under Min=2, Area under ROC curve=0.8333 for size 1e-04
200	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.3333 for size 1e-04
201	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.5 for size 1e-04
202	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.5833 for size 1e-04
203	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.6667 for size 1e-04
204	#000000	#FF8F70	11 combos with Area Under Min=2.2, Area under ROC curve=0.75 for size 1e-04
205	#000000	#FFE0D4	2 combos with Area Under Min=2.2, Area under ROC curve=0.8333 for size 1e-04
206	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.9167 for size 1e-04
207	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.25 for size 1e-04
208	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.3333 for size 1e-04
209	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.4167 for size 1e-04
210	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.5 for size 1e-04
211	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.5833 for size 1e-04
212	#000000	#FF9F83	8 combos with Area Under Min=2.4, Area under ROC curve=0.6667 for size 1e-04
213	#000000	#FF805F	15 combos with Area Under Min=2.4, Area under ROC curve=0.75 for size 1e-04
214	#000000	#FF9F83	8 combos with Area Under Min=2.4, Area under ROC curve=0.8333 for size 1e-04
215	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.1667 for size 1e-04
216	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.25 for size 1e-04
217	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.3333 for size 1e-04
218	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.4167 for size 1e-04
219	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.5 for size 1e-04
220	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.5833 for size 1e-04
221	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.6667 for size 1e-04
