colour	size	x	xend	y	yend	key	showSelected2	showSelected3
#FF0000	5	1.84997530781965	1.87325496159552	4	4	fp 12	3	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 13	3	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 14	3	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 15	3	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 16	3	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 17	3	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 18	3	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 19	3	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 20	3	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 21	3	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 22	3	fp
#FF0000	5	2.59854226289069	2.62949887374603	5	5	fp 23	3	fp
#FF0000	5	2.62949887374603	3.10716882290212	6	6	fp 24	3	fp
#FF0000	5	3.10716882290212	3.20716882290212	6	6	fp 25	3	fp
#FF0000	5	0	0.1	0	0	fp 1	4	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	4	fp
#FF0000	5	1.1487803758085	1.16804067618721	1	1	fp 3	4	fp
#FF0000	5	1.16804067618721	1.26804067618721	1	1	fp 4	4	fp
#FF0000	5	1.26804067618721	1.39832342894131	1	1	fp 5	4	fp
#FF0000	5	1.39832342894131	1.44136023439791	2	2	fp 6	4	fp
#FF0000	5	1.44136023439791	1.5250271845328	3	3	fp 7	4	fp
#FF0000	5	1.5250271845328	1.54719728342537	3	3	fp 8	4	fp
#FF0000	5	1.54719728342537	1.60538467457696	4	4	fp 9	4	fp
#FF0000	5	1.60538467457696	1.6142201793916	5	5	fp 10	4	fp
#FF0000	5	1.6142201793916	1.64523899839888	4	4	fp 11	4	fp
#FF0000	5	1.64523899839888	1.68499441591624	5	5	fp 12	4	fp
#FF0000	5	1.68499441591624	1.70827406969211	4	4	fp 13	4	fp
#FF0000	5	1.70827406969211	1.71561975363887	3	3	fp 14	4	fp
#FF0000	5	1.71561975363887	1.73285405102438	2	2	fp 15	4	fp
#FF0000	5	1.73285405102438	1.73356137098728	1	1	fp 16	4	fp
#FF0000	5	1.73356137098728	1.83356137098728	0	0	fp 17	4	fp
#FF0000	5	1.83356137098728	1.93356137098728	0	0	fp 18	4	fp
#FF0000	5	1.93356137098728	2.03356137098728	1	1	fp 19	4	fp
#FF0000	5	2.03356137098728	2.13356137098728	2	2	fp 20	4	fp
#FF0000	5	2.13356137098728	2.23356137098728	3	3	fp 21	4	fp
#FF0000	5	2.23356137098728	2.33356137098728	4	4	fp 22	4	fp
#FF0000	5	2.33356137098728	2.43356137098728	5	5	fp 23	4	fp
#FF0000	5	2.43356137098728	2.53356137098728	6	6	fp 24	4	fp
#FF0000	5	0	0.1	0	0	fp 1	5	fp
#FF0000	5	0.1	1.56330432084473	1	1	fp 2	5	fp
#FF0000	5	1.56330432084473	1.6720342777882	2	2	fp 3	5	fp
#FF0000	5	1.6720342777882	1.71217817532878	2	2	fp 4	5	fp
#FF0000	5	1.71217817532878	1.77036556648037	3	3	fp 5	5	fp
#FF0000	5	1.77036556648037	1.81015768215035	4	4	fp 6	5	fp
#FF0000	5	1.81015768215035	1.91015768215035	4	4	fp 7	5	fp
#FF0000	5	1.91015768215035	2.01015768215035	5	5	fp 8	5	fp
#FF0000	5	2.01015768215035	2.11015768215035	4	4	fp 9	5	fp
#FF0000	5	2.11015768215035	2.21015768215035	3	3	fp 10	5	fp
#FF0000	5	2.21015768215035	2.31015768215035	2	2	fp 11	5	fp
#FF0000	5	2.31015768215035	2.41015768215035	1	1	fp 12	5	fp
#FF0000	5	2.41015768215035	2.51015768215035	0	0	fp 13	5	fp
#FF0000	5	2.51015768215035	2.61015768215035	1	1	fp 14	5	fp
#FF0000	5	2.61015768215035	2.71015768215035	2	2	fp 15	5	fp
#FF0000	5	2.71015768215035	2.81015768215035	3	3	fp 16	5	fp
#FF0000	5	2.81015768215035	2.91015768215035	4	4	fp 17	5	fp
#FF0000	5	2.91015768215035	3.01015768215035	5	5	fp 18	5	fp
#FF0000	5	3.01015768215035	3.11015768215035	6	6	fp 19	5	fp
#FF0000	5	3.11015768215035	3.15152718119234	6	6	fp 20	5	fp
#FF0000	5	3.15152718119234	3.2482810865125	5	5	fp 21	5	fp
#FF0000	5	3.2482810865125	3.47842129480642	5	5	fp 22	5	fp
#FF0000	5	3.47842129480642	3.49992113817834	6	6	fp 23	5	fp
#FF0000	5	3.49992113817834	3.61878424216178	6	6	fp 24	5	fp
#FF0000	5	3.61878424216178	3.71878424216178	6	6	fp 25	5	fp
#FF0000	5	0	0.1	0	0	fp 1	6	fp
#FF0000	5	0.1	1.16804067618721	1	1	fp 2	6	fp
#FF0000	5	1.16804067618721	1.43302156809062	1	1	fp 3	6	fp
#FF0000	5	1.43302156809062	1.56330432084473	1	1	fp 4	6	fp
#FF0000	5	1.56330432084473	1.6720342777882	2	2	fp 5	6	fp
#FF0000	5	1.6720342777882	1.71217817532878	2	2	fp 6	6	fp
#FF0000	5	1.71217817532878	1.77036556648037	3	3	fp 7	6	fp
#FF0000	5	1.77036556648037	1.81021989030229	4	4	fp 8	6	fp
#FF0000	5	1.81021989030229	1.84997530781965	5	5	fp 9	6	fp
#FF0000	5	1.84997530781965	1.87325496159552	4	4	fp 10	6	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 11	6	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 12	6	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 13	6	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 14	6	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 15	6	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 16	6	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 17	6	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 18	6	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 19	6	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 20	6	fp
#FF0000	5	2.59854226289069	2.69854226289069	6	6	fp 21	6	fp
#FF0000	5	2.69854226289069	2.79854226289069	5	5	fp 22	6	fp
#FF0000	5	2.79854226289069	3.02868247118461	5	5	fp 23	6	fp
#FF0000	5	3.02868247118461	3.05018231455653	6	6	fp 24	6	fp
#FF0000	5	3.05018231455653	3.15018231455653	6	6	fp 25	6	fp
#FF0000	5	0	0.1	0	0	fp 1	7	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	7	fp
#FF0000	5	1.1487803758085	1.56330432084473	1	1	fp 3	7	fp
#FF0000	5	1.56330432084473	1.69000807643621	2	2	fp 4	7	fp
#FF0000	5	1.69000807643621	1.71217817532878	2	2	fp 5	7	fp
#FF0000	5	1.71217817532878	1.77036556648037	3	3	fp 6	7	fp
#FF0000	5	1.77036556648037	1.81015768215035	4	4	fp 7	7	fp
#FF0000	5	1.81015768215035	1.81021989030229	4	4	fp 8	7	fp
#FF0000	5	1.81021989030229	1.84997530781965	5	5	fp 9	7	fp
#FF0000	5	1.84997530781965	1.87325496159552	4	4	fp 10	7	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 11	7	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 12	7	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 13	7	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 14	7	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 15	7	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 16	7	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 17	7	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 18	7	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 19	7	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 20	7	fp
#FF0000	5	2.59854226289069	2.69854226289069	6	6	fp 21	7	fp
#FF0000	5	2.69854226289069	2.73991176193268	6	6	fp 22	7	fp
#FF0000	5	2.73991176193268	3.06680587554676	5	5	fp 23	7	fp
#FF0000	5	3.06680587554676	3.20716882290212	6	6	fp 24	7	fp
#FF0000	5	3.20716882290212	3.30716882290212	6	6	fp 25	7	fp
#FF0000	5	0	0.1	0	0	fp 1	8	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	8	fp
#FF0000	5	1.1487803758085	1.16804067618721	1	1	fp 3	8	fp
#FF0000	5	1.16804067618721	1.26804067618721	1	1	fp 4	8	fp
#FF0000	5	1.26804067618721	1.39832342894131	1	1	fp 5	8	fp
#FF0000	5	1.39832342894131	1.5250271845328	2	2	fp 6	8	fp
#FF0000	5	1.5250271845328	1.54719728342537	2	2	fp 7	8	fp
#FF0000	5	1.54719728342537	1.60538467457696	3	3	fp 8	8	fp
#FF0000	5	1.60538467457696	1.64523899839888	4	4	fp 9	8	fp
#FF0000	5	1.64523899839888	1.68499441591624	5	5	fp 10	8	fp
#FF0000	5	1.68499441591624	1.70827406969211	4	4	fp 11	8	fp
#FF0000	5	1.70827406969211	1.71561975363887	3	3	fp 12	8	fp
#FF0000	5	1.71561975363887	1.73285405102438	2	2	fp 13	8	fp
#FF0000	5	1.73285405102438	1.73356137098728	1	1	fp 14	8	fp
#FF0000	5	1.73356137098728	1.83356137098728	0	0	fp 15	8	fp
#FF0000	5	1.83356137098728	1.93356137098728	0	0	fp 16	8	fp
#FF0000	5	1.93356137098728	2.03356137098728	1	1	fp 17	8	fp
#FF0000	5	2.03356137098728	2.13356137098728	2	2	fp 18	8	fp
#FF0000	5	2.13356137098728	2.23356137098728	3	3	fp 19	8	fp
#FF0000	5	2.23356137098728	2.33356137098728	4	4	fp 20	8	fp
#FF0000	5	2.33356137098728	2.43356137098728	5	5	fp 21	8	fp
#FF0000	5	2.43356137098728	2.53356137098728	6	6	fp 22	8	fp
#FF0000	5	2.53356137098728	2.63356137098728	5	5	fp 23	8	fp
#FF0000	5	2.63356137098728	2.73356137098728	6	6	fp 24	8	fp
#FF0000	5	0	0.1	0	0	fp 1	9	fp
#FF0000	5	0.1	1.56330432084473	1	1	fp 2	9	fp
#FF0000	5	1.56330432084473	1.60634112630132	2	2	fp 3	9	fp
#FF0000	5	1.60634112630132	1.6720342777882	3	3	fp 4	9	fp
#FF0000	5	1.6720342777882	1.71217817532878	3	3	fp 5	9	fp
#FF0000	5	1.71217817532878	1.77920107129501	4	4	fp 6	9	fp
#FF0000	5	1.77920107129501	1.81015768215035	3	3	fp 7	9	fp
#FF0000	5	1.81015768215035	1.91015768215035	3	3	fp 8	9	fp
#FF0000	5	1.91015768215035	2.01015768215035	4	4	fp 9	9	fp
#FF0000	5	2.01015768215035	2.11015768215035	3	3	fp 10	9	fp
#FF0000	5	2.11015768215035	2.21015768215035	2	2	fp 11	9	fp
#FF0000	5	2.21015768215035	2.31015768215035	1	1	fp 12	9	fp
#FF0000	5	2.31015768215035	2.41015768215035	0	0	fp 13	9	fp
#FF0000	5	2.41015768215035	2.51015768215035	1	1	fp 14	9	fp
#FF0000	5	2.51015768215035	2.61015768215035	2	2	fp 15	9	fp
#FF0000	5	2.61015768215035	2.71015768215035	3	3	fp 16	9	fp
#FF0000	5	2.71015768215035	2.81015768215035	4	4	fp 17	9	fp
#FF0000	5	2.81015768215035	2.91015768215035	5	5	fp 18	9	fp
#FF0000	5	2.91015768215035	3.01015768215035	4	4	fp 19	9	fp
#FF0000	5	3.01015768215035	3.04111429300568	4	4	fp 20	9	fp
#FF0000	5	3.04111429300568	3.14362261810273	5	5	fp 21	9	fp
#FF0000	5	3.14362261810273	3.1482810865125	6	6	fp 22	9	fp
#FF0000	5	3.1482810865125	3.39992113817834	6	6	fp 23	9	fp
#FF0000	5	3.39992113817834	3.51878424216178	6	6	fp 24	9	fp
#FF0000	5	3.51878424216178	3.61878424216178	6	6	fp 25	9	fp
#FF0000	5	0	0.1	0	0	fp 1	10	fp
#FF0000	5	0.1	1.16804067618721	1	1	fp 2	10	fp
#FF0000	5	1.16804067618721	1.43302156809062	1	1	fp 3	10	fp
#FF0000	5	1.43302156809062	1.56330432084473	1	1	fp 4	10	fp
#FF0000	5	1.56330432084473	1.60634112630132	2	2	fp 5	10	fp
#FF0000	5	1.60634112630132	1.6720342777882	3	3	fp 6	10	fp
#FF0000	5	1.6720342777882	1.71217817532878	3	3	fp 7	10	fp
#FF0000	5	1.71217817532878	1.77920107129501	4	4	fp 8	10	fp
#FF0000	5	1.77920107129501	1.81021989030229	3	3	fp 9	10	fp
#FF0000	5	1.81021989030229	1.87325496159552	4	4	fp 10	10	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 11	10	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 12	10	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 13	10	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 14	10	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 15	10	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 16	10	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 17	10	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 18	10	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 19	10	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 20	10	fp
#FF0000	5	2.59854226289069	2.69854226289069	4	4	fp 21	10	fp
#FF0000	5	2.69854226289069	2.79854226289069	5	5	fp 22	10	fp
#FF0000	5	2.79854226289069	2.89854226289069	6	6	fp 23	10	fp
#FF0000	5	2.89854226289069	3.15018231455653	6	6	fp 24	10	fp
#FF0000	5	3.15018231455653	3.25018231455653	6	6	fp 25	10	fp
#FF0000	5	0	0.1	0	0	fp 1	11	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	11	fp
#FF0000	5	1.1487803758085	1.56330432084473	1	1	fp 3	11	fp
#FF0000	5	1.56330432084473	1.60634112630132	2	2	fp 4	11	fp
#FF0000	5	1.60634112630132	1.69000807643621	3	3	fp 5	11	fp
#FF0000	5	1.69000807643621	1.71217817532878	3	3	fp 6	11	fp
#FF0000	5	1.71217817532878	1.77920107129501	4	4	fp 7	11	fp
#FF0000	5	1.77920107129501	1.81015768215035	3	3	fp 8	11	fp
#FF0000	5	1.81015768215035	1.81021989030229	3	3	fp 9	11	fp
#FF0000	5	1.81021989030229	1.87325496159552	4	4	fp 10	11	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 11	11	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 12	11	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 13	11	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 14	11	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 15	11	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 16	11	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 17	11	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 18	11	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 19	11	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 20	11	fp
#FF0000	5	2.59854226289069	2.69854226289069	4	4	fp 21	11	fp
#FF0000	5	2.69854226289069	2.72949887374603	4	4	fp 22	11	fp
#FF0000	5	2.72949887374603	2.83200719884308	5	5	fp 23	11	fp
#FF0000	5	2.83200719884308	3.20716882290212	6	6	fp 24	11	fp
#FF0000	5	3.20716882290212	3.30716882290212	6	6	fp 25	11	fp
#FF0000	5	0	0.1	0	0	fp 1	12	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	12	fp
#FF0000	5	1.1487803758085	1.16804067618721	1	1	fp 3	12	fp
#FF0000	5	1.16804067618721	1.26804067618721	1	1	fp 4	12	fp
#FF0000	5	1.26804067618721	1.39832342894131	1	1	fp 5	12	fp
#FF0000	5	1.39832342894131	1.44136023439791	2	2	fp 6	12	fp
#FF0000	5	1.44136023439791	1.5250271845328	3	3	fp 7	12	fp
#FF0000	5	1.5250271845328	1.54719728342537	3	3	fp 8	12	fp
#FF0000	5	1.54719728342537	1.6142201793916	4	4	fp 9	12	fp
#FF0000	5	1.6142201793916	1.64523899839888	3	3	fp 10	12	fp
#FF0000	5	1.64523899839888	1.70827406969211	4	4	fp 11	12	fp
#FF0000	5	1.70827406969211	1.71561975363887	3	3	fp 12	12	fp
#FF0000	5	1.71561975363887	1.73285405102438	2	2	fp 13	12	fp
#FF0000	5	1.73285405102438	1.73356137098728	1	1	fp 14	12	fp
#FF0000	5	1.73356137098728	1.83356137098728	0	0	fp 15	12	fp
#FF0000	5	1.83356137098728	1.93356137098728	0	0	fp 16	12	fp
#FF0000	5	1.93356137098728	2.03356137098728	1	1	fp 17	12	fp
#FF0000	5	2.03356137098728	2.13356137098728	2	2	fp 18	12	fp
#FF0000	5	2.13356137098728	2.23356137098728	3	3	fp 19	12	fp
#FF0000	5	2.23356137098728	2.33356137098728	4	4	fp 20	12	fp
#FF0000	5	2.33356137098728	2.43356137098728	5	5	fp 21	12	fp
#FF0000	5	2.43356137098728	2.53356137098728	4	4	fp 22	12	fp
#FF0000	5	2.53356137098728	2.63356137098728	5	5	fp 23	12	fp
#FF0000	5	2.63356137098728	2.73356137098728	6	6	fp 24	12	fp
#FF0000	5	0	0.1	0	0	fp 1	13	fp
#FF0000	5	0.1	1.56330432084473	1	1	fp 2	13	fp
#FF0000	5	1.56330432084473	1.6720342777882	2	2	fp 3	13	fp
#FF0000	5	1.6720342777882	1.71217817532878	2	2	fp 4	13	fp
#FF0000	5	1.71217817532878	1.81015768215035	3	3	fp 5	13	fp
#FF0000	5	1.81015768215035	1.91015768215035	3	3	fp 6	13	fp
#FF0000	5	1.91015768215035	2.01015768215035	4	4	fp 7	13	fp
#FF0000	5	2.01015768215035	2.11015768215035	3	3	fp 8	13	fp
#FF0000	5	2.11015768215035	2.21015768215035	2	2	fp 9	13	fp
#FF0000	5	2.21015768215035	2.31015768215035	1	1	fp 10	13	fp
#FF0000	5	2.31015768215035	2.41015768215035	0	0	fp 11	13	fp
#FF0000	5	2.41015768215035	2.51015768215035	1	1	fp 12	13	fp
#FF0000	5	2.51015768215035	2.61015768215035	2	2	fp 13	13	fp
#FF0000	5	2.61015768215035	2.71015768215035	3	3	fp 14	13	fp
#FF0000	5	2.71015768215035	2.81015768215035	4	4	fp 15	13	fp
#FF0000	5	2.81015768215035	2.91015768215035	5	5	fp 16	13	fp
#FF0000	5	2.91015768215035	3.01015768215035	6	6	fp 17	13	fp
#FF0000	5	3.01015768215035	3.11015768215035	5	5	fp 18	13	fp
#FF0000	5	3.11015768215035	3.15152718119234	5	5	fp 19	13	fp
#FF0000	5	3.15152718119234	3.24362261810273	4	4	fp 20	13	fp
#FF0000	5	3.24362261810273	3.2482810865125	5	5	fp 21	13	fp
#FF0000	5	3.2482810865125	3.47842129480642	5	5	fp 22	13	fp
#FF0000	5	3.47842129480642	3.49992113817834	6	6	fp 23	13	fp
#FF0000	5	3.49992113817834	3.61878424216178	6	6	fp 24	13	fp
#FF0000	5	3.61878424216178	3.71878424216178	6	6	fp 25	13	fp
#FF0000	5	0	0.1	0	0	fp 1	14	fp
#FF0000	5	0.1	1.16804067618721	1	1	fp 2	14	fp
#FF0000	5	1.16804067618721	1.43302156809062	1	1	fp 3	14	fp
#FF0000	5	1.43302156809062	1.56330432084473	1	1	fp 4	14	fp
#FF0000	5	1.56330432084473	1.6720342777882	2	2	fp 5	14	fp
#FF0000	5	1.6720342777882	1.71217817532878	2	2	fp 6	14	fp
#FF0000	5	1.71217817532878	1.81021989030229	3	3	fp 7	14	fp
#FF0000	5	1.81021989030229	1.87325496159552	4	4	fp 8	14	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 9	14	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 10	14	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 11	14	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 12	14	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 13	14	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 14	14	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 15	14	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 16	14	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 17	14	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 18	14	fp
#FF0000	5	2.59854226289069	2.69854226289069	6	6	fp 19	14	fp
#FF0000	5	2.69854226289069	2.79854226289069	5	5	fp 20	14	fp
#FF0000	5	2.79854226289069	2.89854226289069	4	4	fp 21	14	fp
#FF0000	5	2.89854226289069	2.99854226289069	5	5	fp 22	14	fp
#FF0000	5	2.99854226289069	3.22868247118461	5	5	fp 23	14	fp
#FF0000	5	3.22868247118461	3.25018231455653	6	6	fp 24	14	fp
#FF0000	5	3.25018231455653	3.35018231455653	6	6	fp 25	14	fp
#FF0000	5	0	0.1	0	0	fp 1	15	fp
#FF0000	5	0.1	1.1487803758085	1	1	fp 2	15	fp
#FF0000	5	1.1487803758085	1.56330432084473	1	1	fp 3	15	fp
#FF0000	5	1.56330432084473	1.69000807643621	2	2	fp 4	15	fp
#FF0000	5	1.69000807643621	1.71217817532878	2	2	fp 5	15	fp
#FF0000	5	1.71217817532878	1.81015768215035	3	3	fp 6	15	fp
#FF0000	5	1.81015768215035	1.81021989030229	3	3	fp 7	15	fp
#FF0000	5	1.81021989030229	1.87325496159552	4	4	fp 8	15	fp
#FF0000	5	1.87325496159552	1.88060064554228	3	3	fp 9	15	fp
#FF0000	5	1.88060064554228	1.89783494292779	2	2	fp 10	15	fp
#FF0000	5	1.89783494292779	1.89854226289069	1	1	fp 11	15	fp
#FF0000	5	1.89854226289069	1.99854226289069	0	0	fp 12	15	fp
#FF0000	5	1.99854226289069	2.09854226289069	0	0	fp 13	15	fp
#FF0000	5	2.09854226289069	2.19854226289069	1	1	fp 14	15	fp
#FF0000	5	2.19854226289069	2.29854226289069	2	2	fp 15	15	fp
#FF0000	5	2.29854226289069	2.39854226289069	3	3	fp 16	15	fp
#FF0000	5	2.39854226289069	2.49854226289069	4	4	fp 17	15	fp
#FF0000	5	2.49854226289069	2.59854226289069	5	5	fp 18	15	fp
#FF0000	5	2.59854226289069	2.69854226289069	6	6	fp 19	15	fp
#FF0000	5	2.69854226289069	2.79854226289069	5	5	fp 20	15	fp
#FF0000	5	2.79854226289069	2.83991176193268	5	5	fp 21	15	fp
#FF0000	5	2.83991176193268	2.93200719884308	4	4	fp 22	15	fp
#FF0000	5	2.93200719884308	3.16680587554676	5	5	fp 23	15	fp
#FF0000	5	3.16680587554676	3.30716882290212	6	6	fp 24	15	fp
#FF0000	5	3.30716882290212	3.40716882290212	6	6	fp 25	15	fp
