group	colour	fill	tooltip
157	#000000	#FFCDBC	3 combos with Area Under Min=0.6, Area under ROC curve=0.8333 for size 10
158	#000000	#FF9F83	8 combos with Area Under Min=0.6, Area under ROC curve=0.9167 for size 10
159	#000000	#FFE0D4	2 combos with Area Under Min=0.6, Area under ROC curve=1 for size 10
160	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.0833 for size 10
161	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.1667 for size 10
162	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5 for size 10
163	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5833 for size 10
164	#000000	#FFE0D4	2 combos with Area Under Min=0.8, Area under ROC curve=0.6667 for size 10
165	#000000	#FF9F83	8 combos with Area Under Min=0.8, Area under ROC curve=0.75 for size 10
166	#000000	#FF8767	13 combos with Area Under Min=0.8, Area under ROC curve=0.8333 for size 10
167	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.9167 for size 10
168	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=1 for size 10
169	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.3333 for size 10
170	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.4167 for size 10
171	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.5 for size 10
172	#000000	#FFC0AB	4 combos with Area Under Min=1, Area under ROC curve=0.5833 for size 10
173	#000000	#FFAD93	6 combos with Area Under Min=1, Area under ROC curve=0.6667 for size 10
174	#000000	#FF9F83	8 combos with Area Under Min=1, Area under ROC curve=0.75 for size 10
175	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.8333 for size 10
176	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.9167 for size 10
177	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.4, Area under ROC curve=0.8333 for size 10
178	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.3333 for size 10
179	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.5 for size 10
180	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.6667 for size 10
181	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.8333 for size 10
182	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1 for size 10
183	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1.0833 for size 10
184	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.25 for size 10
185	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.3333 for size 10
186	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.4167 for size 10
187	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5 for size 10
188	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5833 for size 10
189	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.6667 for size 10
190	#000000	#FF9F83	8 combos with Area Under Min=1.8, Area under ROC curve=0.75 for size 10
191	#000000	#FF7C5B	16 combos with Area Under Min=1.8, Area under ROC curve=0.8333 for size 10
192	#000000	#FF9F83	8 combos with Area Under Min=1.8, Area under ROC curve=0.9167 for size 10
193	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1 for size 10
194	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.0833 for size 10
195	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.1667 for size 10
196	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.5833 for size 10
197	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.6667 for size 10
198	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.75 for size 10
199	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.8333 for size 10
200	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.3333 for size 10
201	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.5 for size 10
202	#000000	#FFE0D4	2 combos with Area Under Min=2.2, Area under ROC curve=0.5833 for size 10
203	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.6667 for size 10
204	#000000	#FF8B6C	12 combos with Area Under Min=2.2, Area under ROC curve=0.75 for size 10
205	#000000	#FF997C	9 combos with Area Under Min=2.2, Area under ROC curve=0.8333 for size 10
206	#000000	#FFE0D4	2 combos with Area Under Min=2.2, Area under ROC curve=0.9167 for size 10
207	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.25 for size 10
208	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.3333 for size 10
209	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.4167 for size 10
210	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.5 for size 10
211	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.5833 for size 10
212	#000000	#FFE0D4	2 combos with Area Under Min=2.4, Area under ROC curve=0.6667 for size 10
213	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.75 for size 10
214	#000000	#FFFFFF	1 combos with Area Under Min=2.4, Area under ROC curve=0.8333 for size 10
215	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.1667 for size 10
216	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.25 for size 10
217	#000000	#FFE0D4	2 combos with Area Under Min=2.6, Area under ROC curve=0.3333 for size 10
218	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.4167 for size 10
219	#000000	#FFAD93	6 combos with Area Under Min=2.6, Area under ROC curve=0.5 for size 10
220	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.5833 for size 10
221	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.6667 for size 10
