x	y	key	label	showSelected2	PANEL	group
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	9	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	9	1	23
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.167	10	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	10	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	10	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	10	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	10	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	10	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	10	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	11	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	11	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	11	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	11	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	11	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	11	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	11	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	11	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	11	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	11	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	12	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	12	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	12	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	12	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	12	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	12	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	12	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	12	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	13	1	14
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.333	13	1	20
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	13	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	13	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	13	1	15
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	13	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	13	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	14	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	14	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	14	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	14	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	14	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	14	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	14	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	14	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	14	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	14	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	15	1	8
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	15	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	15	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	15	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	15	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	15	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	15	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	15	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	15	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	15	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	16	1	8
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	16	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	16	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	16	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	16	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	16	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	16	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	17	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	17	1	19
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.333	17	1	20
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	17	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	17	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	17	1	15
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	17	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	17	1	26
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	18	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.167	18	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	18	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	18	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	18	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	18	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	18	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	18	1	27
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	18	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	19	1	8
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	19	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	19	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	19	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	19	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	19	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	19	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.167	19	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	20	1	8
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	20	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	20	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	20	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	20	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	20	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	20	1	27
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	21	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	21	1	14
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.333	21	1	20
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	21	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	21	1	15
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	21	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	21	1	27
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	22	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	22	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	22	1	19
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	22	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	22	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	22	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	22	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	22	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	22	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	22	1	26
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	23	1	19
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	23	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	23	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	23	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	23	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	23	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	23	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	23	1	26
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	24	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	24	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	24	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	24	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	24	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	25	1	14
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.333	25	1	15
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	25	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	25	1	9
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	25	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	25	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	25	1	23
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.167	26	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	26	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	26	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	26	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	26	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	26	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.167	26	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	27	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	27	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	27	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	27	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	27	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	27	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	27	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	27	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.167	27	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	28	1	8
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	28	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	28	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	28	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	28	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	28	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	28	1	27
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	29	1	8
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.333	29	1	15
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	29	1	3
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	29	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	29	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	29	1	27
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	30	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	30	1	14
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	30	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	30	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	30	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	30	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	30	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.167	30	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	30	1	26
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	31	1	14
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	31	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	31	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	31	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	31	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	31	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.167	31	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	31	1	26
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	32	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	32	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	32	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.500	32	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	32	1	27
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	33	1	19
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.333	33	1	20
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	33	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	33	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	33	1	15
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	33	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	33	1	26
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.167	34	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	34	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	34	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	34	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	34	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	34	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	34	1	27
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	34	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	35	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	35	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	35	1	19
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	35	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	35	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	35	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	35	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	35	1	24
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.167	35	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	36	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	36	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	36	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	36	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	36	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	36	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	36	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	36	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	37	1	14
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.333	37	1	20
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	37	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	37	1	15
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	37	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	37	1	27
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	38	1	14
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	38	1	19
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	38	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	38	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	38	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	38	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	38	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	38	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	38	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	39	1	8
0.583333333333333	0.333333333333333	0.5 0.666666666666667 0.5	0.083	39	1	19
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	39	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	39	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	39	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	39	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	39	1	27
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	39	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	39	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	40	1	8
0.166666666666667	0.666666666666667	0 0.333333333333333 1	0.333	40	1	3
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	40	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	40	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	40	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.333	40	1	27
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.333	41	1	15
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	41	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	41	1	9
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	41	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	41	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	41	1	23
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	42	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	42	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	42	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	42	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	42	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.333	42	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.083	42	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	42	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	43	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.167	43	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	43	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	43	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	43	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	43	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.167	43	1	24
0.75	0.333333333333333	0.666666666666667 0.833333333333333 0.5	0.167	43	1	23
0.916666666666667	0.333333333333333	0.833333333333333 1 0.5	0.083	43	1	26
0.25	0.333333333333333	0.166666666666667 0.333333333333333 0.5	0.083	44	1	8
0.416666666666667	0.333333333333333	0.333333333333333 0.5 0.5	0.083	44	1	14
0.0833333333333333	0.583333333333333	0 0.166666666666667 1	0.167	44	1	2
0.25	0.583333333333333	0.166666666666667 0.333333333333333 1	0.167	44	1	9
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.167	44	1	15
0.583333333333333	0.583333333333333	0.5 0.666666666666667 1	0.167	44	1	20
0.75	0.583333333333333	0.666666666666667 0.833333333333333 1	0.500	44	1	24
0.916666666666667	0.583333333333333	0.833333333333333 1 1	0.167	44	1	27
0.416666666666667	0.583333333333333	0.333333333333333 0.5 1	0.333	45	1	15
