group	colour	fill	tooltip
79	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.1667 for size 0.01
80	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.4167 for size 0.01
81	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5 for size 0.01
82	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5833 for size 0.01
83	#000000	#FFEBE4	7 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.6667 for size 0.01
84	#000000	#FFE0D4	11 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.75 for size 0.01
85	#000000	#FFE5DC	9 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.8333 for size 0.01
86	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.9167 for size 0.01
87	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1 for size 0.01
88	#000000	#FFDDD1	12 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.0833 for size 0.01
89	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.1667 for size 0.01
90	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.25 for size 0.01
91	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.3333 for size 0.01
92	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.4167 for size 0.01
93	#000000	#FFF1EC	5 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5 for size 0.01
94	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5833 for size 0.01
95	#000000	#FFE5DC	9 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.6667 for size 0.01
96	#000000	#FFD1C2	16 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.75 for size 0.01
97	#000000	#FFE0D4	11 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.8333 for size 0.01
98	#000000	#FFF1EC	5 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.9167 for size 0.01
99	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1 for size 0.01
100	#000000	#FFE8E0	8 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.0833 for size 0.01
101	#000000	#FFEEE8	6 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.1667 for size 0.01
102	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.1667 for size 0.01
103	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.25 for size 0.01
104	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.3333 for size 0.01
105	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.4167 for size 0.01
106	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5 for size 0.01
107	#000000	#FFF1EC	5 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5833 for size 0.01
108	#000000	#FFE8E0	8 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.6667 for size 0.01
109	#000000	#FFE0D4	11 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.75 for size 0.01
110	#000000	#FFE3D8	10 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.8333 for size 0.01
111	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.9167 for size 0.01
112	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1 for size 0.01
113	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.0833 for size 0.01
114	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.1667 for size 0.01
115	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.1667 for size 0.01
116	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.25 for size 0.01
117	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.3333 for size 0.01
118	#000000	#FFF1EC	5 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.4167 for size 0.01
119	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5 for size 0.01
120	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5833 for size 0.01
121	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.6667 for size 0.01
122	#000000	#FFF1EC	5 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.75 for size 0.01
123	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.8333 for size 0.01
124	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1 for size 0.01
125	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1.1667 for size 0.01
126	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.25 for size 0.01
127	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.3333 for size 0.01
128	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.4167 for size 0.01
129	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5 for size 0.01
130	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5833 for size 0.01
131	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.6667 for size 0.01
132	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.75 for size 0.01
133	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=1, Area under ROC curve=0.3333 for size 0.01
134	#FFFFFF	#FFFFFF	0 combos with Area under both=0, Area under ROC curve=0.8333 for size 0.01
135	#000000	#FFF6F3	3 combos with Area under both=0, Area under ROC curve=1 for size 0.01
136	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.5 for size 0.01
137	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.6667 for size 0.01
138	#000000	#FFFCFB	1 combos with Area under both=0.2, Area under ROC curve=0.75 for size 0.01
139	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.8333 for size 0.01
140	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.9167 for size 0.01
141	#000000	#FFF1EC	5 combos with Area under both=0.2, Area under ROC curve=1 for size 0.01
142	#000000	#FFF6F3	3 combos with Area under both=0.2, Area under ROC curve=1.0833 for size 0.01
143	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.4167 for size 0.01
144	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.5 for size 0.01
145	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.5833 for size 0.01
146	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.6667 for size 0.01
147	#000000	#FFF9F7	2 combos with Area under both=0.4, Area under ROC curve=0.75 for size 0.01
148	#000000	#FFF1EC	5 combos with Area under both=0.4, Area under ROC curve=0.8333 for size 0.01
149	#000000	#FFF9F7	2 combos with Area under both=0.4, Area under ROC curve=0.9167 for size 0.01
150	#000000	#FFE0D4	11 combos with Area under both=0.4, Area under ROC curve=1.0833 for size 0.01
151	#000000	#FFFCFB	1 combos with Area under both=0.4, Area under ROC curve=1.1667 for size 0.01
152	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.4167 for size 0.01
153	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.5 for size 0.01
154	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.5833 for size 0.01
155	#000000	#FFF4EF	4 combos with Area under both=0.6, Area under ROC curve=0.6667 for size 0.01
156	#000000	#FFE3D8	10 combos with Area under both=0.6, Area under ROC curve=0.75 for size 0.01
157	#000000	#FFE0D4	11 combos with Area under both=0.6, Area under ROC curve=0.8333 for size 0.01
158	#000000	#FFF4EF	4 combos with Area under both=0.6, Area under ROC curve=0.9167 for size 0.01
159	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=1 for size 0.01
160	#000000	#FFF9F7	2 combos with Area under both=0.6, Area under ROC curve=1.0833 for size 0.01
161	#000000	#FFEBE4	7 combos with Area under both=0.6, Area under ROC curve=1.1667 for size 0.01
162	#FFFFFF	#FFFFFF	0 combos with Area under both=0.8, Area under ROC curve=0.5 for size 0.01
163	#000000	#FFF9F7	2 combos with Area under both=0.8, Area under ROC curve=0.5833 for size 0.01
164	#000000	#FFF4EF	4 combos with Area under both=0.8, Area under ROC curve=0.6667 for size 0.01
165	#000000	#FFF1EC	5 combos with Area under both=0.8, Area under ROC curve=0.75 for size 0.01
166	#000000	#FFEEE8	6 combos with Area under both=0.8, Area under ROC curve=0.8333 for size 0.01
167	#000000	#FFF4EF	4 combos with Area under both=0.8, Area under ROC curve=0.9167 for size 0.01
168	#FFFFFF	#FFFFFF	0 combos with Area under both=0.8, Area under ROC curve=1 for size 0.01
169	#000000	#FFF9F7	2 combos with Area under both=1, Area under ROC curve=0.3333 for size 0.01
170	#000000	#FFEEE8	6 combos with Area under both=1, Area under ROC curve=0.4167 for size 0.01
171	#000000	#FFE8E0	8 combos with Area under both=1, Area under ROC curve=0.5 for size 0.01
172	#000000	#FFEEE8	6 combos with Area under both=1, Area under ROC curve=0.5833 for size 0.01
173	#000000	#FFF9F7	2 combos with Area under both=1, Area under ROC curve=0.6667 for size 0.01
174	#000000	#FFF4EF	4 combos with Area under both=1, Area under ROC curve=0.75 for size 0.01
175	#000000	#FFEEE8	6 combos with Area under both=1, Area under ROC curve=0.8333 for size 0.01
176	#000000	#FFF9F7	2 combos with Area under both=1, Area under ROC curve=0.9167 for size 0.01
177	#FFFFFF	#FFFFFF	0 combos with Area under both=1.4, Area under ROC curve=0.8333 for size 0.01
178	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.3333 for size 0.01
179	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.5 for size 0.01
180	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.6667 for size 0.01
181	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.8333 for size 0.01
182	#000000	#FFEEE8	6 combos with Area under both=1.6, Area under ROC curve=1 for size 0.01
183	#000000	#FFF9F7	2 combos with Area under both=1.6, Area under ROC curve=1.0833 for size 0.01
184	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.25 for size 0.01
185	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.3333 for size 0.01
186	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.4167 for size 0.01
187	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.5 for size 0.01
188	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.5833 for size 0.01
189	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.6667 for size 0.01
190	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.75 for size 0.01
191	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.8333 for size 0.01
192	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.9167 for size 0.01
193	#000000	#FFF9F7	2 combos with Area under both=1.8, Area under ROC curve=1 for size 0.01
194	#000000	#FFD7C9	14 combos with Area under both=1.8, Area under ROC curve=1.0833 for size 0.01
195	#000000	#FFE8E0	8 combos with Area under both=1.8, Area under ROC curve=1.1667 for size 0.01
196	#FFFFFF	#FFFFFF	0 combos with Area under both=2, Area under ROC curve=0.5833 for size 0.01
197	#000000	#FFF6F3	3 combos with Area under both=2, Area under ROC curve=0.6667 for size 0.01
198	#000000	#FFEEE8	6 combos with Area under both=2, Area under ROC curve=0.75 for size 0.01
199	#000000	#FFF6F3	3 combos with Area under both=2, Area under ROC curve=0.8333 for size 0.01
200	#FFFFFF	#FFFFFF	0 combos with Area under both=2.2, Area under ROC curve=0.3333 for size 0.01
201	#FFFFFF	#FFFFFF	0 combos with Area under both=2.2, Area under ROC curve=0.5 for size 0.01
202	#000000	#FFF4EF	4 combos with Area under both=2.2, Area under ROC curve=0.5833 for size 0.01
203	#000000	#FFE5DC	9 combos with Area under both=2.2, Area under ROC curve=0.6667 for size 0.01
204	#000000	#FFEBE4	7 combos with Area under both=2.2, Area under ROC curve=0.75 for size 0.01
205	#000000	#FFFCFB	1 combos with Area under both=2.2, Area under ROC curve=0.8333 for size 0.01
206	#FFFFFF	#FFFFFF	0 combos with Area under both=2.2, Area under ROC curve=0.9167 for size 0.01
207	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.25 for size 0.01
208	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.3333 for size 0.01
209	#000000	#FFF9F7	2 combos with Area under both=2.4, Area under ROC curve=0.4167 for size 0.01
210	#000000	#FFF4EF	4 combos with Area under both=2.4, Area under ROC curve=0.5 for size 0.01
211	#000000	#FFF9F7	2 combos with Area under both=2.4, Area under ROC curve=0.5833 for size 0.01
212	#000000	#FFE8E0	8 combos with Area under both=2.4, Area under ROC curve=0.6667 for size 0.01
213	#000000	#FFD4C5	15 combos with Area under both=2.4, Area under ROC curve=0.75 for size 0.01
214	#000000	#FFE8E0	8 combos with Area under both=2.4, Area under ROC curve=0.8333 for size 0.01
215	#000000	#FFF9F7	2 combos with Area under both=2.6, Area under ROC curve=0.1667 for size 0.01
216	#000000	#FFEEE8	6 combos with Area under both=2.6, Area under ROC curve=0.25 for size 0.01
217	#000000	#FFE8E0	8 combos with Area under both=2.6, Area under ROC curve=0.3333 for size 0.01
218	#000000	#FFEEE8	6 combos with Area under both=2.6, Area under ROC curve=0.4167 for size 0.01
219	#000000	#FFF9F7	2 combos with Area under both=2.6, Area under ROC curve=0.5 for size 0.01
220	#FFFFFF	#FFFFFF	0 combos with Area under both=2.6, Area under ROC curve=0.5833 for size 0.01
221	#FFFFFF	#FFFFFF	0 combos with Area under both=2.6, Area under ROC curve=0.6667 for size 0.01
