key	showSelected2	PANEL	group
1	144	2	432
1	145	2	433
1	145	2	434
1	145	2	435
1	146	2	436
1	146	2	437
1	146	2	438
1	147	2	439
1	147	2	440
1	147	2	441
1	148	2	442
1	148	2	443
1	148	2	444
1	149	2	445
1	149	2	446
1	149	2	447
1	150	2	448
1	150	2	449
1	150	2	450
1	151	2	451
1	151	2	452
1	151	2	453
1	152	2	454
1	152	2	455
1	152	2	456
1	153	2	457
1	153	2	458
1	153	2	459
1	154	2	460
1	154	2	461
1	154	2	462
1	155	2	463
1	155	2	464
1	155	2	465
1	156	2	466
1	156	2	467
1	156	2	468
1	157	2	469
1	157	2	470
1	157	2	471
1	158	2	472
1	158	2	473
1	158	2	474
1	159	2	475
1	159	2	476
1	159	2	477
1	160	2	478
1	160	2	479
1	160	2	480
1	161	2	481
1	161	2	482
1	161	2	483
1	162	2	484
1	162	2	485
1	162	2	486
1	163	2	487
1	163	2	488
1	163	2	489
1	164	2	490
1	164	2	491
1	164	2	492
1	165	2	493
1	165	2	494
1	165	2	495
1	166	2	496
1	166	2	497
1	166	2	498
1	167	2	499
1	167	2	500
1	167	2	501
1	168	2	502
1	168	2	503
1	168	2	504
1	169	2	505
1	169	2	506
1	169	2	507
1	170	2	508
1	170	2	509
1	170	2	510
1	171	2	511
1	171	2	512
1	171	2	513
1	172	2	514
1	172	2	515
1	172	2	516
1	173	2	517
1	173	2	518
1	173	2	519
1	174	2	520
1	174	2	521
1	174	2	522
1	175	2	523
1	175	2	524
1	175	2	525
1	176	2	526
1	176	2	527
1	176	2	528
1	177	2	529
1	177	2	530
1	177	2	531
1	178	2	532
1	178	2	533
1	178	2	534
1	179	2	535
1	179	2	536
1	179	2	537
1	180	2	538
1	180	2	539
1	180	2	540
1	181	2	541
1	181	2	542
1	181	2	543
1	182	2	544
1	182	2	545
1	182	2	546
1	183	2	547
1	183	2	548
1	183	2	549
1	184	2	550
1	184	2	551
1	184	2	552
1	185	2	553
1	185	2	554
1	185	2	555
1	186	2	556
1	186	2	557
1	186	2	558
1	187	2	559
1	187	2	560
1	187	2	561
1	188	2	562
1	188	2	563
1	188	2	564
1	189	2	565
1	189	2	566
1	189	2	567
1	190	2	568
1	190	2	569
1	190	2	570
1	191	2	571
1	191	2	572
1	191	2	573
1	192	2	574
1	192	2	575
1	192	2	576
1	193	2	577
1	193	2	578
1	193	2	579
1	194	2	580
1	194	2	581
1	194	2	582
1	195	2	583
1	195	2	584
1	195	2	585
1	196	2	586
1	196	2	587
1	196	2	588
1	197	2	589
1	197	2	590
1	197	2	591
1	198	2	592
1	198	2	593
1	198	2	594
1	199	2	595
1	199	2	596
1	199	2	597
1	200	2	598
1	200	2	599
1	200	2	600
1	201	2	601
1	201	2	602
1	201	2	603
1	202	2	604
1	202	2	605
1	202	2	606
1	203	2	607
1	203	2	608
1	203	2	609
1	204	2	610
1	204	2	611
1	204	2	612
1	205	2	613
1	205	2	614
1	205	2	615
1	206	2	616
1	206	2	617
1	206	2	618
1	207	2	619
1	207	2	620
1	207	2	621
1	208	2	622
1	208	2	623
1	208	2	624
1	209	2	625
1	209	2	626
1	209	2	627
1	210	2	628
1	210	2	629
1	210	2	630
1	211	2	631
1	211	2	632
1	211	2	633
1	212	2	634
1	212	2	635
1	212	2	636
1	213	2	637
1	213	2	638
1	213	2	639
1	214	2	640
1	214	2	641
1	214	2	642
1	215	2	643
1	215	2	644
1	215	2	645
1	216	2	646
1	216	2	647
1	216	2	648
1	217	2	649
1	217	2	650
1	217	2	651
1	218	2	652
1	218	2	653
1	218	2	654
1	219	2	655
1	219	2	656
1	219	2	657
1	220	2	658
1	220	2	659
1	220	2	660
1	221	2	661
1	221	2	662
1	221	2	663
1	222	2	664
1	222	2	665
1	222	2	666
1	223	2	667
1	223	2	668
1	223	2	669
1	224	2	670
1	224	2	671
1	224	2	672
1	225	2	673
1	225	2	674
1	225	2	675
1	226	2	676
1	226	2	677
1	226	2	678
1	227	2	679
1	227	2	680
1	227	2	681
1	228	2	682
1	228	2	683
1	228	2	684
1	229	2	685
1	229	2	686
1	229	2	687
1	230	2	688
1	230	2	689
1	230	2	690
1	231	2	691
1	231	2	692
1	231	2	693
1	232	2	694
1	232	2	695
1	232	2	696
1	233	2	697
1	233	2	698
1	233	2	699
1	234	2	700
1	234	2	701
1	234	2	702
1	235	2	703
1	235	2	704
1	235	2	705
1	236	2	706
1	236	2	707
1	236	2	708
1	237	2	709
1	237	2	710
1	237	2	711
1	238	2	712
1	238	2	713
1	238	2	714
1	239	2	715
1	239	2	716
1	239	2	717
1	240	2	718
1	240	2	719
1	240	2	720
1	241	2	721
1	241	2	722
1	241	2	723
1	242	2	724
1	242	2	725
1	242	2	726
1	243	2	727
1	243	2	728
1	243	2	729
1	244	2	730
1	244	2	731
1	244	2	732
1	245	2	733
1	245	2	734
1	245	2	735
1	246	2	736
1	246	2	737
1	246	2	738
1	247	2	739
1	247	2	740
1	247	2	741
1	248	2	742
1	248	2	743
1	248	2	744
1	249	2	745
1	249	2	746
1	249	2	747
1	250	2	748
1	250	2	749
1	250	2	750
1	251	2	751
1	251	2	752
1	251	2	753
1	252	2	754
1	252	2	755
1	252	2	756
1	253	2	757
1	253	2	758
1	253	2	759
1	254	2	760
1	254	2	761
1	254	2	762
1	255	2	763
1	255	2	764
1	255	2	765
1	256	2	766
1	256	2	767
1	256	2	768
1	1	3	769
1	1	3	770
1	1	3	771
1	2	3	772
1	2	3	773
1	2	3	774
1	3	3	775
1	3	3	776
1	3	3	777
1	4	3	778
1	4	3	779
1	4	3	780
1	5	3	781
1	5	3	782
1	5	3	783
1	6	3	784
1	6	3	785
1	6	3	786
1	7	3	787
1	7	3	788
1	7	3	789
1	8	3	790
1	8	3	791
1	8	3	792
1	9	3	793
1	9	3	794
1	9	3	795
1	10	3	796
1	10	3	797
1	10	3	798
1	11	3	799
1	11	3	800
1	11	3	801
1	12	3	802
1	12	3	803
1	12	3	804
1	13	3	805
1	13	3	806
1	13	3	807
1	14	3	808
1	14	3	809
1	14	3	810
1	15	3	811
1	15	3	812
1	15	3	813
1	16	3	814
1	16	3	815
1	16	3	816
1	17	3	817
1	17	3	818
1	17	3	819
1	18	3	820
1	18	3	821
1	18	3	822
1	19	3	823
1	19	3	824
1	19	3	825
1	20	3	826
1	20	3	827
1	20	3	828
1	21	3	829
1	21	3	830
1	21	3	831
1	22	3	832
1	22	3	833
1	22	3	834
1	23	3	835
1	23	3	836
1	23	3	837
1	24	3	838
1	24	3	839
1	24	3	840
1	25	3	841
1	25	3	842
1	25	3	843
1	26	3	844
1	26	3	845
1	26	3	846
1	27	3	847
1	27	3	848
1	27	3	849
1	28	3	850
1	28	3	851
1	28	3	852
1	29	3	853
1	29	3	854
1	29	3	855
1	30	3	856
1	30	3	857
1	30	3	858
1	31	3	859
1	31	3	860
1	31	3	861
1	32	3	862
1	32	3	863
1	32	3	864
1	33	3	865
1	33	3	866
1	33	3	867
1	34	3	868
1	34	3	869
1	34	3	870
1	35	3	871
1	35	3	872
1	35	3	873
1	36	3	874
1	36	3	875
1	36	3	876
1	37	3	877
1	37	3	878
1	37	3	879
1	38	3	880
1	38	3	881
1	38	3	882
1	39	3	883
1	39	3	884
1	39	3	885
1	40	3	886
1	40	3	887
1	40	3	888
1	41	3	889
1	41	3	890
1	41	3	891
1	42	3	892
1	42	3	893
1	42	3	894
1	43	3	895
1	43	3	896
1	43	3	897
1	44	3	898
1	44	3	899
1	44	3	900
1	45	3	901
1	45	3	902
1	45	3	903
1	46	3	904
1	46	3	905
1	46	3	906
1	47	3	907
1	47	3	908
1	47	3	909
1	48	3	910
1	48	3	911
1	48	3	912
1	49	3	913
1	49	3	914
1	49	3	915
1	50	3	916
1	50	3	917
1	50	3	918
1	51	3	919
1	51	3	920
1	51	3	921
1	52	3	922
1	52	3	923
1	52	3	924
1	53	3	925
1	53	3	926
1	53	3	927
1	54	3	928
1	54	3	929
1	54	3	930
1	55	3	931
1	55	3	932
1	55	3	933
1	56	3	934
1	56	3	935
1	56	3	936
1	57	3	937
1	57	3	938
1	57	3	939
1	58	3	940
1	58	3	941
1	58	3	942
1	59	3	943
1	59	3	944
1	59	3	945
1	60	3	946
1	60	3	947
1	60	3	948
1	61	3	949
1	61	3	950
1	61	3	951
1	62	3	952
1	62	3	953
1	62	3	954
1	63	3	955
1	63	3	956
1	63	3	957
1	64	3	958
1	64	3	959
1	64	3	960
1	65	3	961
1	65	3	962
1	65	3	963
1	66	3	964
1	66	3	965
1	66	3	966
1	67	3	967
1	67	3	968
1	67	3	969
1	68	3	970
1	68	3	971
1	68	3	972
1	69	3	973
1	69	3	974
1	69	3	975
1	70	3	976
1	70	3	977
1	70	3	978
1	71	3	979
1	71	3	980
1	71	3	981
1	72	3	982
1	72	3	983
1	72	3	984
1	73	3	985
1	73	3	986
1	73	3	987
1	74	3	988
1	74	3	989
1	74	3	990
1	75	3	991
1	75	3	992
1	75	3	993
1	76	3	994
1	76	3	995
1	76	3	996
1	77	3	997
1	77	3	998
1	77	3	999
1	78	3	1000
1	78	3	1001
1	78	3	1002
1	79	3	1003
1	79	3	1004
1	79	3	1005
1	80	3	1006
1	80	3	1007
1	80	3	1008
1	81	3	1009
1	81	3	1010
1	81	3	1011
1	82	3	1012
1	82	3	1013
1	82	3	1014
1	83	3	1015
1	83	3	1016
1	83	3	1017
1	84	3	1018
1	84	3	1019
1	84	3	1020
1	85	3	1021
1	85	3	1022
1	85	3	1023
1	86	3	1024
1	86	3	1025
1	86	3	1026
1	87	3	1027
1	87	3	1028
1	87	3	1029
1	88	3	1030
1	88	3	1031
1	88	3	1032
1	89	3	1033
1	89	3	1034
1	89	3	1035
1	90	3	1036
1	90	3	1037
1	90	3	1038
1	91	3	1039
1	91	3	1040
1	91	3	1041
1	92	3	1042
1	92	3	1043
1	92	3	1044
1	93	3	1045
1	93	3	1046
1	93	3	1047
1	94	3	1048
1	94	3	1049
1	94	3	1050
1	95	3	1051
1	95	3	1052
1	95	3	1053
1	96	3	1054
1	96	3	1055
1	96	3	1056
1	97	3	1057
1	97	3	1058
1	97	3	1059
1	98	3	1060
1	98	3	1061
1	98	3	1062
1	99	3	1063
1	99	3	1064
1	99	3	1065
1	100	3	1066
1	100	3	1067
1	100	3	1068
1	101	3	1069
1	101	3	1070
1	101	3	1071
1	102	3	1072
1	102	3	1073
1	102	3	1074
1	103	3	1075
1	103	3	1076
1	103	3	1077
1	104	3	1078
1	104	3	1079
1	104	3	1080
1	105	3	1081
1	105	3	1082
1	105	3	1083
1	106	3	1084
1	106	3	1085
1	106	3	1086
1	107	3	1087
1	107	3	1088
1	107	3	1089
1	108	3	1090
1	108	3	1091
1	108	3	1092
1	109	3	1093
1	109	3	1094
1	109	3	1095
1	110	3	1096
1	110	3	1097
1	110	3	1098
1	111	3	1099
1	111	3	1100
1	111	3	1101
1	112	3	1102
1	112	3	1103
1	112	3	1104
1	113	3	1105
1	113	3	1106
1	113	3	1107
1	114	3	1108
1	114	3	1109
1	114	3	1110
1	115	3	1111
1	115	3	1112
1	115	3	1113
1	116	3	1114
1	116	3	1115
1	116	3	1116
1	117	3	1117
1	117	3	1118
1	117	3	1119
1	118	3	1120
1	118	3	1121
1	118	3	1122
1	119	3	1123
1	119	3	1124
1	119	3	1125
1	120	3	1126
1	120	3	1127
1	120	3	1128
1	121	3	1129
1	121	3	1130
1	121	3	1131
1	122	3	1132
1	122	3	1133
1	122	3	1134
1	123	3	1135
1	123	3	1136
1	123	3	1137
1	124	3	1138
1	124	3	1139
1	124	3	1140
1	125	3	1141
1	125	3	1142
1	125	3	1143
1	126	3	1144
1	126	3	1145
1	126	3	1146
1	127	3	1147
1	127	3	1148
1	127	3	1149
1	128	3	1150
1	128	3	1151
1	128	3	1152
1	129	3	1153
1	129	3	1154
1	129	3	1155
1	130	3	1156
1	130	3	1157
1	130	3	1158
1	131	3	1159
1	131	3	1160
1	131	3	1161
1	132	3	1162
1	132	3	1163
1	132	3	1164
1	133	3	1165
1	133	3	1166
1	133	3	1167
1	134	3	1168
1	134	3	1169
1	134	3	1170
1	135	3	1171
1	135	3	1172
1	135	3	1173
1	136	3	1174
1	136	3	1175
1	136	3	1176
1	137	3	1177
1	137	3	1178
1	137	3	1179
1	138	3	1180
1	138	3	1181
1	138	3	1182
1	139	3	1183
1	139	3	1184
1	139	3	1185
1	140	3	1186
1	140	3	1187
1	140	3	1188
1	141	3	1189
1	141	3	1190
1	141	3	1191
1	142	3	1192
1	142	3	1193
1	142	3	1194
1	143	3	1195
1	143	3	1196
1	143	3	1197
1	144	3	1198
1	144	3	1199
1	144	3	1200
1	145	3	1201
1	145	3	1202
1	145	3	1203
1	146	3	1204
1	146	3	1205
1	146	3	1206
1	147	3	1207
1	147	3	1208
1	147	3	1209
1	148	3	1210
1	148	3	1211
1	148	3	1212
1	149	3	1213
1	149	3	1214
1	149	3	1215
1	150	3	1216
1	150	3	1217
1	150	3	1218
1	151	3	1219
1	151	3	1220
1	151	3	1221
1	152	3	1222
1	152	3	1223
1	152	3	1224
1	153	3	1225
1	153	3	1226
1	153	3	1227
1	154	3	1228
1	154	3	1229
1	154	3	1230
1	155	3	1231
1	155	3	1232
1	155	3	1233
1	156	3	1234
1	156	3	1235
1	156	3	1236
1	157	3	1237
1	157	3	1238
1	157	3	1239
1	158	3	1240
1	158	3	1241
1	158	3	1242
1	159	3	1243
1	159	3	1244
1	159	3	1245
1	160	3	1246
1	160	3	1247
1	160	3	1248
1	161	3	1249
1	161	3	1250
1	161	3	1251
1	162	3	1252
1	162	3	1253
1	162	3	1254
1	163	3	1255
1	163	3	1256
1	163	3	1257
1	164	3	1258
1	164	3	1259
1	164	3	1260
1	165	3	1261
1	165	3	1262
1	165	3	1263
1	166	3	1264
1	166	3	1265
1	166	3	1266
1	167	3	1267
1	167	3	1268
1	167	3	1269
1	168	3	1270
1	168	3	1271
1	168	3	1272
1	169	3	1273
1	169	3	1274
1	169	3	1275
1	170	3	1276
1	170	3	1277
1	170	3	1278
1	171	3	1279
1	171	3	1280
1	171	3	1281
1	172	3	1282
1	172	3	1283
1	172	3	1284
1	173	3	1285
1	173	3	1286
1	173	3	1287
1	174	3	1288
1	174	3	1289
1	174	3	1290
1	175	3	1291
1	175	3	1292
1	175	3	1293
1	176	3	1294
1	176	3	1295
1	176	3	1296
1	177	3	1297
1	177	3	1298
1	177	3	1299
1	178	3	1300
1	178	3	1301
1	178	3	1302
1	179	3	1303
1	179	3	1304
1	179	3	1305
1	180	3	1306
1	180	3	1307
1	180	3	1308
1	181	3	1309
1	181	3	1310
1	181	3	1311
1	182	3	1312
1	182	3	1313
1	182	3	1314
1	183	3	1315
1	183	3	1316
1	183	3	1317
1	184	3	1318
1	184	3	1319
1	184	3	1320
1	185	3	1321
1	185	3	1322
1	185	3	1323
1	186	3	1324
1	186	3	1325
1	186	3	1326
1	187	3	1327
1	187	3	1328
1	187	3	1329
1	188	3	1330
1	188	3	1331
1	188	3	1332
1	189	3	1333
1	189	3	1334
1	189	3	1335
1	190	3	1336
1	190	3	1337
1	190	3	1338
1	191	3	1339
1	191	3	1340
1	191	3	1341
1	192	3	1342
1	192	3	1343
1	192	3	1344
1	193	3	1345
1	193	3	1346
1	193	3	1347
1	194	3	1348
1	194	3	1349
1	194	3	1350
1	195	3	1351
1	195	3	1352
1	195	3	1353
1	196	3	1354
1	196	3	1355
1	196	3	1356
1	197	3	1357
1	197	3	1358
1	197	3	1359
1	198	3	1360
1	198	3	1361
1	198	3	1362
1	199	3	1363
1	199	3	1364
1	199	3	1365
1	200	3	1366
1	200	3	1367
1	200	3	1368
1	201	3	1369
1	201	3	1370
1	201	3	1371
1	202	3	1372
1	202	3	1373
1	202	3	1374
1	203	3	1375
1	203	3	1376
1	203	3	1377
1	204	3	1378
1	204	3	1379
1	204	3	1380
1	205	3	1381
1	205	3	1382
1	205	3	1383
1	206	3	1384
1	206	3	1385
1	206	3	1386
1	207	3	1387
1	207	3	1388
1	207	3	1389
1	208	3	1390
1	208	3	1391
1	208	3	1392
1	209	3	1393
1	209	3	1394
1	209	3	1395
1	210	3	1396
1	210	3	1397
1	210	3	1398
1	211	3	1399
1	211	3	1400
1	211	3	1401
1	212	3	1402
1	212	3	1403
1	212	3	1404
1	213	3	1405
1	213	3	1406
1	213	3	1407
1	214	3	1408
1	214	3	1409
1	214	3	1410
1	215	3	1411
1	215	3	1412
1	215	3	1413
1	216	3	1414
1	216	3	1415
1	216	3	1416
1	217	3	1417
1	217	3	1418
1	217	3	1419
1	218	3	1420
1	218	3	1421
1	218	3	1422
1	219	3	1423
1	219	3	1424
1	219	3	1425
1	220	3	1426
1	220	3	1427
1	220	3	1428
1	221	3	1429
1	221	3	1430
1	221	3	1431
1	222	3	1432
1	222	3	1433
1	222	3	1434
1	223	3	1435
1	223	3	1436
1	223	3	1437
1	224	3	1438
1	224	3	1439
1	224	3	1440
1	225	3	1441
1	225	3	1442
1	225	3	1443
1	226	3	1444
1	226	3	1445
1	226	3	1446
1	227	3	1447
1	227	3	1448
1	227	3	1449
1	228	3	1450
1	228	3	1451
1	228	3	1452
1	229	3	1453
1	229	3	1454
1	229	3	1455
1	230	3	1456
1	230	3	1457
1	230	3	1458
1	231	3	1459
1	231	3	1460
1	231	3	1461
1	232	3	1462
1	232	3	1463
1	232	3	1464
1	233	3	1465
1	233	3	1466
1	233	3	1467
1	234	3	1468
1	234	3	1469
1	234	3	1470
1	235	3	1471
1	235	3	1472
1	235	3	1473
1	236	3	1474
1	236	3	1475
1	236	3	1476
1	237	3	1477
1	237	3	1478
1	237	3	1479
1	238	3	1480
1	238	3	1481
1	238	3	1482
1	239	3	1483
1	239	3	1484
1	239	3	1485
1	240	3	1486
1	240	3	1487
1	240	3	1488
1	241	3	1489
1	241	3	1490
1	241	3	1491
1	242	3	1492
1	242	3	1493
1	242	3	1494
1	243	3	1495
1	243	3	1496
1	243	3	1497
1	244	3	1498
1	244	3	1499
1	244	3	1500
1	245	3	1501
1	245	3	1502
1	245	3	1503
1	246	3	1504
1	246	3	1505
1	246	3	1506
1	247	3	1507
1	247	3	1508
1	247	3	1509
1	248	3	1510
1	248	3	1511
1	248	3	1512
1	249	3	1513
1	249	3	1514
1	249	3	1515
1	250	3	1516
1	250	3	1517
1	250	3	1518
1	251	3	1519
1	251	3	1520
1	251	3	1521
1	252	3	1522
1	252	3	1523
1	252	3	1524
1	253	3	1525
1	253	3	1526
1	253	3	1527
1	254	3	1528
1	254	3	1529
1	254	3	1530
1	255	3	1531
1	255	3	1532
1	255	3	1533
1	256	3	1534
1	256	3	1535
1	256	3	1536
1	1	4	1537
1	1	4	1538
1	1	4	1539
1	2	4	1540
1	2	4	1541
1	2	4	1542
1	3	4	1543
1	3	4	1544
1	3	4	1545
1	4	4	1546
1	4	4	1547
1	4	4	1548
1	5	4	1549
1	5	4	1550
1	5	4	1551
1	6	4	1552
1	6	4	1553
1	6	4	1554
1	7	4	1555
1	7	4	1556
1	7	4	1557
1	8	4	1558
1	8	4	1559
1	8	4	1560
1	9	4	1561
1	9	4	1562
1	9	4	1563
1	10	4	1564
1	10	4	1565
1	10	4	1566
1	11	4	1567
1	11	4	1568
1	11	4	1569
1	12	4	1570
1	12	4	1571
1	12	4	1572
1	13	4	1573
1	13	4	1574
1	13	4	1575
1	14	4	1576
1	14	4	1577
1	14	4	1578
1	15	4	1579
1	15	4	1580
1	15	4	1581
1	16	4	1582
1	16	4	1583
1	16	4	1584
1	17	4	1585
1	17	4	1586
1	17	4	1587
1	18	4	1588
1	18	4	1589
1	18	4	1590
1	19	4	1591
1	19	4	1592
1	19	4	1593
1	20	4	1594
1	20	4	1595
1	20	4	1596
1	21	4	1597
1	21	4	1598
1	21	4	1599
1	22	4	1600
1	22	4	1601
1	22	4	1602
1	23	4	1603
1	23	4	1604
1	23	4	1605
1	24	4	1606
1	24	4	1607
1	24	4	1608
1	25	4	1609
1	25	4	1610
1	25	4	1611
1	26	4	1612
1	26	4	1613
1	26	4	1614
1	27	4	1615
1	27	4	1616
1	27	4	1617
1	28	4	1618
1	28	4	1619
1	28	4	1620
1	29	4	1621
1	29	4	1622
1	29	4	1623
1	30	4	1624
1	30	4	1625
1	30	4	1626
1	31	4	1627
1	31	4	1628
1	31	4	1629
1	32	4	1630
1	32	4	1631
1	32	4	1632
1	33	4	1633
1	33	4	1634
1	33	4	1635
1	34	4	1636
1	34	4	1637
1	34	4	1638
1	35	4	1639
1	35	4	1640
1	35	4	1641
1	36	4	1642
1	36	4	1643
1	36	4	1644
1	37	4	1645
1	37	4	1646
1	37	4	1647
1	38	4	1648
1	38	4	1649
1	38	4	1650
1	39	4	1651
1	39	4	1652
1	39	4	1653
1	40	4	1654
1	40	4	1655
1	40	4	1656
1	41	4	1657
1	41	4	1658
1	41	4	1659
1	42	4	1660
1	42	4	1661
1	42	4	1662
1	43	4	1663
