group	colour	fill	tooltip
77	#000000	#FFC6B3	20 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1 for size 100
78	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.0833 for size 100
79	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.1667 for size 100
80	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.4167 for size 100
81	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5 for size 100
82	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5833 for size 100
83	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.6667 for size 100
84	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.75 for size 100
85	#000000	#FFD1C2	16 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.8333 for size 100
86	#000000	#FFD1C2	16 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.9167 for size 100
87	#000000	#FFBAA4	24 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1 for size 100
88	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.0833 for size 100
89	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.1667 for size 100
90	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.25 for size 100
91	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.3333 for size 100
92	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.4167 for size 100
93	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5 for size 100
94	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5833 for size 100
95	#000000	#FFF6F3	3 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.6667 for size 100
96	#000000	#FFCEBE	17 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.75 for size 100
97	#000000	#FFBDA7	23 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.8333 for size 100
98	#000000	#FFE0D4	11 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.9167 for size 100
99	#000000	#FFD1C2	16 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1 for size 100
100	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.0833 for size 100
101	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.1667 for size 100
102	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.1667 for size 100
103	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.25 for size 100
104	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.3333 for size 100
105	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.4167 for size 100
106	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5 for size 100
107	#000000	#FFEEE8	6 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5833 for size 100
108	#000000	#FFE0D4	11 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.6667 for size 100
109	#000000	#FFC9B6	19 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.75 for size 100
110	#000000	#FFE3D8	10 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.8333 for size 100
111	#000000	#FFF6F3	3 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.9167 for size 100
112	#000000	#FFEEE8	6 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1 for size 100
113	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.0833 for size 100
114	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.1667 for size 100
115	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.1667 for size 100
116	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.25 for size 100
117	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.3333 for size 100
118	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.4167 for size 100
119	#000000	#FFF4EF	4 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5 for size 100
120	#000000	#FFEBE4	7 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5833 for size 100
121	#000000	#FFE8E0	8 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.6667 for size 100
122	#000000	#FFF6F3	3 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.75 for size 100
123	#000000	#FFF6F3	3 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.8333 for size 100
124	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1 for size 100
125	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1.1667 for size 100
126	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.25 for size 100
127	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.3333 for size 100
128	#000000	#FFF9F7	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.4167 for size 100
129	#000000	#FFF6F3	3 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5 for size 100
130	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5833 for size 100
131	#FFFFFF	#FFFFFF	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.6667 for size 100
132	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.75 for size 100
133	#000000	#FFFCFB	1 combos with Prop. predictions in finite interval=1, Area under ROC curve=0.3333 for size 100
134	#FFFFFF	#FFFFFF	0 combos with Area under both=0, Area under ROC curve=0.8333 for size 100
135	#000000	#FF0000	67 combos with Area under both=0, Area under ROC curve=1 for size 100
136	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.5 for size 100
137	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.6667 for size 100
138	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.75 for size 100
139	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.8333 for size 100
140	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=0.9167 for size 100
141	#000000	#FFEBE4	7 combos with Area under both=0.2, Area under ROC curve=1 for size 100
142	#FFFFFF	#FFFFFF	0 combos with Area under both=0.2, Area under ROC curve=1.0833 for size 100
143	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.4167 for size 100
144	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.5 for size 100
145	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.5833 for size 100
146	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.6667 for size 100
147	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=0.75 for size 100
148	#000000	#FFE8E0	8 combos with Area under both=0.4, Area under ROC curve=0.8333 for size 100
149	#000000	#FFD1C2	16 combos with Area under both=0.4, Area under ROC curve=0.9167 for size 100
150	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=1.0833 for size 100
151	#FFFFFF	#FFFFFF	0 combos with Area under both=0.4, Area under ROC curve=1.1667 for size 100
152	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.4167 for size 100
153	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.5 for size 100
154	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.5833 for size 100
155	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.6667 for size 100
156	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=0.75 for size 100
157	#000000	#FFF6F3	3 combos with Area under both=0.6, Area under ROC curve=0.8333 for size 100
158	#000000	#FFE8E0	8 combos with Area under both=0.6, Area under ROC curve=0.9167 for size 100
159	#000000	#FFF9F7	2 combos with Area under both=0.6, Area under ROC curve=1 for size 100
160	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=1.0833 for size 100
161	#FFFFFF	#FFFFFF	0 combos with Area under both=0.6, Area under ROC curve=1.1667 for size 100
162	#FFFFFF	#FFFFFF	0 combos with Area under both=0.8, Area under ROC curve=0.5 for size 100
163	#FFFFFF	#FFFFFF	0 combos with Area under both=0.8, Area under ROC curve=0.5833 for size 100
164	#000000	#FFF9F7	2 combos with Area under both=0.8, Area under ROC curve=0.6667 for size 100
165	#000000	#FFE8E0	8 combos with Area under both=0.8, Area under ROC curve=0.75 for size 100
166	#000000	#FFDACD	13 combos with Area under both=0.8, Area under ROC curve=0.8333 for size 100
167	#000000	#FFF4EF	4 combos with Area under both=0.8, Area under ROC curve=0.9167 for size 100
168	#FFFFFF	#FFFFFF	0 combos with Area under both=0.8, Area under ROC curve=1 for size 100
169	#FFFFFF	#FFFFFF	0 combos with Area under both=1, Area under ROC curve=0.3333 for size 100
170	#FFFFFF	#FFFFFF	0 combos with Area under both=1, Area under ROC curve=0.4167 for size 100
171	#000000	#FFF9F7	2 combos with Area under both=1, Area under ROC curve=0.5 for size 100
172	#000000	#FFF4EF	4 combos with Area under both=1, Area under ROC curve=0.5833 for size 100
173	#000000	#FFEEE8	6 combos with Area under both=1, Area under ROC curve=0.6667 for size 100
174	#000000	#FFE8E0	8 combos with Area under both=1, Area under ROC curve=0.75 for size 100
175	#000000	#FFF9F7	2 combos with Area under both=1, Area under ROC curve=0.8333 for size 100
176	#FFFFFF	#FFFFFF	0 combos with Area under both=1, Area under ROC curve=0.9167 for size 100
177	#FFFFFF	#FFFFFF	0 combos with Area under both=1.4, Area under ROC curve=0.8333 for size 100
178	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.3333 for size 100
179	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.5 for size 100
180	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.6667 for size 100
181	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=0.8333 for size 100
182	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=1 for size 100
183	#FFFFFF	#FFFFFF	0 combos with Area under both=1.6, Area under ROC curve=1.0833 for size 100
184	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.25 for size 100
185	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.3333 for size 100
186	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.4167 for size 100
187	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.5 for size 100
188	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.5833 for size 100
189	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=0.6667 for size 100
190	#000000	#FFE8E0	8 combos with Area under both=1.8, Area under ROC curve=0.75 for size 100
191	#000000	#FFD1C2	16 combos with Area under both=1.8, Area under ROC curve=0.8333 for size 100
192	#000000	#FFE8E0	8 combos with Area under both=1.8, Area under ROC curve=0.9167 for size 100
193	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=1 for size 100
194	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=1.0833 for size 100
195	#FFFFFF	#FFFFFF	0 combos with Area under both=1.8, Area under ROC curve=1.1667 for size 100
196	#FFFFFF	#FFFFFF	0 combos with Area under both=2, Area under ROC curve=0.5833 for size 100
197	#FFFFFF	#FFFFFF	0 combos with Area under both=2, Area under ROC curve=0.6667 for size 100
198	#FFFFFF	#FFFFFF	0 combos with Area under both=2, Area under ROC curve=0.75 for size 100
199	#FFFFFF	#FFFFFF	0 combos with Area under both=2, Area under ROC curve=0.8333 for size 100
200	#FFFFFF	#FFFFFF	0 combos with Area under both=2.2, Area under ROC curve=0.3333 for size 100
201	#FFFFFF	#FFFFFF	0 combos with Area under both=2.2, Area under ROC curve=0.5 for size 100
202	#000000	#FFF9F7	2 combos with Area under both=2.2, Area under ROC curve=0.5833 for size 100
203	#000000	#FFE8E0	8 combos with Area under both=2.2, Area under ROC curve=0.6667 for size 100
204	#000000	#FFDDD1	12 combos with Area under both=2.2, Area under ROC curve=0.75 for size 100
205	#000000	#FFE5DC	9 combos with Area under both=2.2, Area under ROC curve=0.8333 for size 100
206	#000000	#FFF9F7	2 combos with Area under both=2.2, Area under ROC curve=0.9167 for size 100
207	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.25 for size 100
208	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.3333 for size 100
209	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.4167 for size 100
210	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.5 for size 100
211	#FFFFFF	#FFFFFF	0 combos with Area under both=2.4, Area under ROC curve=0.5833 for size 100
212	#000000	#FFF9F7	2 combos with Area under both=2.4, Area under ROC curve=0.6667 for size 100
213	#000000	#FFF4EF	4 combos with Area under both=2.4, Area under ROC curve=0.75 for size 100
214	#000000	#FFFCFB	1 combos with Area under both=2.4, Area under ROC curve=0.8333 for size 100
215	#FFFFFF	#FFFFFF	0 combos with Area under both=2.6, Area under ROC curve=0.1667 for size 100
216	#FFFFFF	#FFFFFF	0 combos with Area under both=2.6, Area under ROC curve=0.25 for size 100
217	#000000	#FFF9F7	2 combos with Area under both=2.6, Area under ROC curve=0.3333 for size 100
218	#000000	#FFF4EF	4 combos with Area under both=2.6, Area under ROC curve=0.4167 for size 100
219	#000000	#FFEEE8	6 combos with Area under both=2.6, Area under ROC curve=0.5 for size 100
220	#000000	#FFE8E0	8 combos with Area under both=2.6, Area under ROC curve=0.5833 for size 100
221	#000000	#FFF4EF	4 combos with Area under both=2.6, Area under ROC curve=0.6667 for size 100
