group	colour	fill	tooltip
39	#000000	#FFFFFF	1 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.25 for size 1
40	#000000	#FFB59E	5 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.375 for size 1
41	#000000	#FF9476	10 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.5 for size 1
42	#000000	#FF9476	10 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.625 for size 1
43	#000000	#FFB59E	5 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.75 for size 1
44	#000000	#FFFFFF	1 combos with Area Under Min=1.8, Prop. predictions in finite interval=0.875 for size 1
45	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.25 for size 1
46	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.375 for size 1
47	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.5 for size 1
48	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.625 for size 1
49	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Prop. predictions in finite interval=0.75 for size 1
50	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.25 for size 1
51	#000000	#FFAD93	6 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.375 for size 1
52	#000000	#FF9476	10 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.5 for size 1
53	#000000	#FF9476	10 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.625 for size 1
54	#000000	#FFB59E	5 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.75 for size 1
55	#000000	#FFFFFF	1 combos with Area Under Min=2.2, Prop. predictions in finite interval=0.875 for size 1
56	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Prop. predictions in finite interval=0.375 for size 1
57	#000000	#FFCDBC	3 combos with Area Under Min=2.4, Prop. predictions in finite interval=0.5 for size 1
58	#000000	#FFCDBC	3 combos with Area Under Min=2.4, Prop. predictions in finite interval=0.625 for size 1
59	#000000	#FFFFFF	1 combos with Area Under Min=2.4, Prop. predictions in finite interval=0.75 for size 1
60	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Prop. predictions in finite interval=0.875 for size 1
61	#000000	#FFE0D4	2 combos with Area Under Min=2.6, Prop. predictions in finite interval=0.5 for size 1
62	#000000	#FFA58A	7 combos with Area Under Min=2.6, Prop. predictions in finite interval=0.625 for size 1
63	#000000	#FF997C	9 combos with Area Under Min=2.6, Prop. predictions in finite interval=0.75 for size 1
64	#000000	#FFB59E	5 combos with Area Under Min=2.6, Prop. predictions in finite interval=0.875 for size 1
65	#000000	#FFFFFF	1 combos with Area Under Min=2.6, Prop. predictions in finite interval=1 for size 1
66	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0, Area under ROC curve=1 for size 1
67	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.125, Area under ROC curve=0.75 for size 1
68	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.125, Area under ROC curve=0.8333 for size 1
69	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.125, Area under ROC curve=0.9167 for size 1
70	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.125, Area under ROC curve=1 for size 1
71	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.125, Area under ROC curve=1.0833 for size 1
72	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.5833 for size 1
73	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.6667 for size 1
74	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.75 for size 1
75	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.8333 for size 1
76	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=0.9167 for size 1
77	#000000	#FF805F	15 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1 for size 1
78	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.0833 for size 1
79	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.25, Area under ROC curve=1.1667 for size 1
80	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.4167 for size 1
81	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5 for size 1
82	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.5833 for size 1
83	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.6667 for size 1
84	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.75 for size 1
85	#000000	#FF6645	24 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.8333 for size 1
86	#000000	#FF8B6C	12 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=0.9167 for size 1
87	#000000	#FF8363	14 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1 for size 1
88	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.0833 for size 1
89	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.375, Area under ROC curve=1.1667 for size 1
90	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.25 for size 1
91	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.3333 for size 1
92	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.4167 for size 1
93	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5 for size 1
94	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.5833 for size 1
95	#000000	#FF9476	10 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.6667 for size 1
96	#000000	#FF704F	20 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.75 for size 1
97	#000000	#FF6140	26 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.8333 for size 1
98	#000000	#FF9F83	8 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=0.9167 for size 1
99	#000000	#FFAD93	6 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1 for size 1
100	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.0833 for size 1
101	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.5, Area under ROC curve=1.1667 for size 1
102	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.1667 for size 1
103	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.25 for size 1
104	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.3333 for size 1
105	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.4167 for size 1
106	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5 for size 1
107	#000000	#FF9476	10 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.5833 for size 1
108	#000000	#FF7C5B	16 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.6667 for size 1
109	#000000	#FF7C5B	16 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.75 for size 1
110	#000000	#FF9476	10 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.8333 for size 1
111	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=0.9167 for size 1
112	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1 for size 1
113	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.0833 for size 1
114	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.625, Area under ROC curve=1.1667 for size 1
115	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.1667 for size 1
116	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.25 for size 1
117	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.3333 for size 1
118	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.4167 for size 1
119	#000000	#FFB59E	5 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5 for size 1
120	#000000	#FF9476	10 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.5833 for size 1
121	#000000	#FFA58A	7 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.6667 for size 1
122	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.75 for size 1
123	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=0.8333 for size 1
124	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1 for size 1
125	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.75, Area under ROC curve=1.1667 for size 1
126	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.25 for size 1
127	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.3333 for size 1
128	#000000	#FFE0D4	2 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.4167 for size 1
129	#000000	#FFC0AB	4 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5 for size 1
130	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.5833 for size 1
131	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.6667 for size 1
132	#FFFFFF	#7F7F7F	0 combos with Prop. predictions in finite interval=0.875, Area under ROC curve=0.75 for size 1
133	#000000	#FFFFFF	1 combos with Prop. predictions in finite interval=1, Area under ROC curve=0.3333 for size 1
134	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0, Area under ROC curve=0.8333 for size 1
135	#000000	#FF4F2F	35 combos with Area Under Min=0, Area under ROC curve=1 for size 1
136	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.5 for size 1
137	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.6667 for size 1
138	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.75 for size 1
139	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.8333 for size 1
140	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=0.9167 for size 1
141	#000000	#FFA58A	7 combos with Area Under Min=0.2, Area under ROC curve=1 for size 1
142	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.2, Area under ROC curve=1.0833 for size 1
143	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.4167 for size 1
144	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.5 for size 1
145	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.5833 for size 1
146	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.6667 for size 1
147	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=0.75 for size 1
148	#000000	#FF9F83	8 combos with Area Under Min=0.4, Area under ROC curve=0.8333 for size 1
149	#000000	#FF7C5B	16 combos with Area Under Min=0.4, Area under ROC curve=0.9167 for size 1
150	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=1.0833 for size 1
151	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.4, Area under ROC curve=1.1667 for size 1
152	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.4167 for size 1
153	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.5 for size 1
154	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.5833 for size 1
155	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.6667 for size 1
156	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=0.75 for size 1
157	#000000	#FF4F2F	35 combos with Area Under Min=0.6, Area under ROC curve=0.8333 for size 1
158	#000000	#FF9F83	8 combos with Area Under Min=0.6, Area under ROC curve=0.9167 for size 1
159	#000000	#FFE0D4	2 combos with Area Under Min=0.6, Area under ROC curve=1 for size 1
160	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.0833 for size 1
161	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.6, Area under ROC curve=1.1667 for size 1
162	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5 for size 1
163	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=0.5833 for size 1
164	#000000	#FFE0D4	2 combos with Area Under Min=0.8, Area under ROC curve=0.6667 for size 1
165	#000000	#FF9F83	8 combos with Area Under Min=0.8, Area under ROC curve=0.75 for size 1
166	#000000	#FF8767	13 combos with Area Under Min=0.8, Area under ROC curve=0.8333 for size 1
167	#000000	#FFC0AB	4 combos with Area Under Min=0.8, Area under ROC curve=0.9167 for size 1
168	#FFFFFF	#7F7F7F	0 combos with Area Under Min=0.8, Area under ROC curve=1 for size 1
169	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.3333 for size 1
170	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.4167 for size 1
171	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.5 for size 1
172	#000000	#FFC0AB	4 combos with Area Under Min=1, Area under ROC curve=0.5833 for size 1
173	#000000	#FFAD93	6 combos with Area Under Min=1, Area under ROC curve=0.6667 for size 1
174	#000000	#FF9F83	8 combos with Area Under Min=1, Area under ROC curve=0.75 for size 1
175	#000000	#FFE0D4	2 combos with Area Under Min=1, Area under ROC curve=0.8333 for size 1
176	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1, Area under ROC curve=0.9167 for size 1
177	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.4, Area under ROC curve=0.8333 for size 1
178	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.3333 for size 1
179	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.5 for size 1
180	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.6667 for size 1
181	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=0.8333 for size 1
182	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1 for size 1
183	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.6, Area under ROC curve=1.0833 for size 1
184	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.25 for size 1
185	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.3333 for size 1
186	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.4167 for size 1
187	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5 for size 1
188	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.5833 for size 1
189	#000000	#FF9F83	8 combos with Area Under Min=1.8, Area under ROC curve=0.6667 for size 1
190	#000000	#FF7C5B	16 combos with Area Under Min=1.8, Area under ROC curve=0.75 for size 1
191	#000000	#FF9F83	8 combos with Area Under Min=1.8, Area under ROC curve=0.8333 for size 1
192	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=0.9167 for size 1
193	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1 for size 1
194	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.0833 for size 1
195	#FFFFFF	#7F7F7F	0 combos with Area Under Min=1.8, Area under ROC curve=1.1667 for size 1
196	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.5833 for size 1
197	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.6667 for size 1
198	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.75 for size 1
199	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2, Area under ROC curve=0.8333 for size 1
200	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.3333 for size 1
201	#000000	#FFE0D4	2 combos with Area Under Min=2.2, Area under ROC curve=0.5 for size 1
202	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.5833 for size 1
203	#000000	#FF8B6C	12 combos with Area Under Min=2.2, Area under ROC curve=0.6667 for size 1
204	#000000	#FF9F83	8 combos with Area Under Min=2.2, Area under ROC curve=0.75 for size 1
205	#000000	#FFCDBC	3 combos with Area Under Min=2.2, Area under ROC curve=0.8333 for size 1
206	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.2, Area under ROC curve=0.9167 for size 1
207	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.25 for size 1
208	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.3333 for size 1
209	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.4167 for size 1
210	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.5 for size 1
211	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.4, Area under ROC curve=0.5833 for size 1
212	#000000	#FFE0D4	2 combos with Area Under Min=2.4, Area under ROC curve=0.6667 for size 1
213	#000000	#FFC0AB	4 combos with Area Under Min=2.4, Area under ROC curve=0.75 for size 1
214	#000000	#FFFFFF	1 combos with Area Under Min=2.4, Area under ROC curve=0.8333 for size 1
215	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.1667 for size 1
216	#FFFFFF	#7F7F7F	0 combos with Area Under Min=2.6, Area under ROC curve=0.25 for size 1
217	#000000	#FFE0D4	2 combos with Area Under Min=2.6, Area under ROC curve=0.3333 for size 1
218	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.4167 for size 1
219	#000000	#FFAD93	6 combos with Area Under Min=2.6, Area under ROC curve=0.5 for size 1
220	#000000	#FF9F83	8 combos with Area Under Min=2.6, Area under ROC curve=0.5833 for size 1
221	#000000	#FFC0AB	4 combos with Area Under Min=2.6, Area under ROC curve=0.6667 for size 1
